Issue ID,K_true,K_pred,Precision,Recall,F1,MRR,NDCG@K,Predicted,True,Scores
2837,1,1,1.0,1.0,1.0,1.0,1.0,['cb5380055729e8bec2e50b29426737eee5a97cdc'],['cb5380055729e8bec2e50b29426737eee5a97cdc'],{'cb5380055729e8bec2e50b29426737eee5a97cdc': 0.99}
2880,1,1,1.0,1.0,1.0,1.0,1.0,['40f087fef769467a4996654021d782f4402bf4a4'],['40f087fef769467a4996654021d782f4402bf4a4'],{'40f087fef769467a4996654021d782f4402bf4a4': 0.97}
3041,1,1,1.0,1.0,1.0,1.0,1.0,['0c69b95e6f5727112e1e3c8b3d3baedde4d3480b'],['0c69b95e6f5727112e1e3c8b3d3baedde4d3480b'],{'0c69b95e6f5727112e1e3c8b3d3baedde4d3480b': 0.95}
3108,1,2,0.5,1.0,0.6666666666666666,1.0,1.0,"['018ec81297a8cb474a32042054f8471d9cda9904', '7d503a6071c7268f33302ec82b8e1f3fcc3b0aaa']",['7d503a6071c7268f33302ec82b8e1f3fcc3b0aaa'],"{'7d503a6071c7268f33302ec82b8e1f3fcc3b0aaa': 0.95, '018ec81297a8cb474a32042054f8471d9cda9904': 0.9, '6d7d458df470982a6703fa45b22827a20e067759': 0.3}"
3272,1,0,0.0,0.0,0.0,0.0,0.0,[],['3b6c4584b4cd56fde8a9e037f3e87cb9b5444822'],{}
3405,3,0,0.0,0.0,0.0,0.0,0.0,[],"['6c9b78b168ade472d5574a93c8bc7e3704f0675c', '77e54aa41721424ec5539bcd1b7b7d7d810a8841', 'cddf2f0f1d4bfaa2587775211d961afb9d7d71e8']",{}
3453,1,1,1.0,1.0,1.0,1.0,1.0,['1c3237f516ddc2901a97ab4f57a295259469c24a'],['1c3237f516ddc2901a97ab4f57a295259469c24a'],"{'1c3237f516ddc2901a97ab4f57a295259469c24a': 1.0, 'ed6562341c23b398114ed7eeb10063b4087c40cd': 0.1}"
3582,2,0,0.0,0.0,0.0,0.0,0.0,[],"['22a411bf5189d44dedb0c000abc9784a28b95c8a', '7551172a0c401f9a1a04cea83cd7a3fdeae6b724']",{}
3662,3,2,1.0,0.6666666666666666,0.8,1.0,0.7653606369886217,"['9f2422e20e1d4b8970ababb084527c299602eedf', 'ed6562341c23b398114ed7eeb10063b4087c40cd']","['94ab6f8972f19e6ea622d72ad3675ece373ccb90', '9f2422e20e1d4b8970ababb084527c299602eedf', 'ed6562341c23b398114ed7eeb10063b4087c40cd']","{'ed6562341c23b398114ed7eeb10063b4087c40cd': 0.5, '9f2422e20e1d4b8970ababb084527c299602eedf': 1.0, '94ab6f8972f19e6ea622d72ad3675ece373ccb90': 0.4}"
3678,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['c3df6aef951ff4a3dc1b2d0a035f8ace5a2fadcf'],"['6a5643b8fddfce8a5c9da770c9eb646c882ab51e', 'c3df6aef951ff4a3dc1b2d0a035f8ace5a2fadcf']","{'c3df6aef951ff4a3dc1b2d0a035f8ace5a2fadcf': 0.99, '996e3c3b674be56b616f2a6d33b0f4d5f9da1df7': 0.3}"
3699,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['b258041d7547d36f9332c5b73752100ce6d855c7'],"['2c6a06af971277ba8ca1950bdf9e6943e3777e13', 'b258041d7547d36f9332c5b73752100ce6d855c7']",{'b258041d7547d36f9332c5b73752100ce6d855c7': 0.95}
4026,1,1,1.0,1.0,1.0,1.0,1.0,['12571226a56af49ba7d2157ca4d2543a30d6b9c8'],['12571226a56af49ba7d2157ca4d2543a30d6b9c8'],{'12571226a56af49ba7d2157ca4d2543a30d6b9c8': 0.97}
4615,5,2,0.0,0.0,0.0,0.0,0.0,"['2c04fbe68d3642ca57cecec58f9b1aaa3d0136f7', 'a99bb84a7b0e8692cea3ab4f906b7b040cccf43a']","['0e6ff0cc3c67100ddf0fa2b675684f11a030cfe7', '352819586cf2c0730708002234dc3d60f8c645e9', '55eb7696aaeaec932a2a0c62cb7e488f0f00dd4a', '8228a10e3e757295207aed624d69bf5231266da9', 'dad1a012f9bfdfdb06a9f37cf46314cbd385dba4']","{'2c04fbe68d3642ca57cecec58f9b1aaa3d0136f7': 0.7, '67ef61cc61e6f89eab303f1987861886bacdc41c': 0.4, 'a99bb84a7b0e8692cea3ab4f906b7b040cccf43a': 0.5}"
4864,5,0,0.0,0.0,0.0,0.0,0.0,[],"['4257d5a01482b1208cdd5bbed6ce0816bd6cf9c5', '556efc42bbabdff20188ce1d59c8a6206d72fb81', '6c8244cb64488c804ece503145d2c8c18e0beb7f', '79638e354d8d93b619fcd018e634d4cc1cc39904', 'efecb6c91021af41e769b961bc3efedc5ca5b14c']",{}
5634,1,3,0.3333333333333333,1.0,0.5,1.0,1.0,"['55369133749e785b989e63bdae86c4ec3a022f22', '89a31f140d36581815b063ba1e2df8da3f8b4315', '8e220678a3eb12dd1451142a5987acc56be5a0d7']",['55369133749e785b989e63bdae86c4ec3a022f22'],"{'55369133749e785b989e63bdae86c4ec3a022f22': 1.0, '89a31f140d36581815b063ba1e2df8da3f8b4315': 0.85, '8e220678a3eb12dd1451142a5987acc56be5a0d7': 0.7, '6ca79e7ec31eb5be0a2de8d820ed298a8fa63537': 0.3}"
5646,2,0,0.0,0.0,0.0,0.0,0.0,[],"['2c04fbe68d3642ca57cecec58f9b1aaa3d0136f7', 'fd7d20a97aef294d76f467c2419d5bc3f775165b']",{}
5652,7,0,0.0,0.0,0.0,0.0,0.0,[],"['2ff5733bca4a631774c595168716c36637445a0f', '332103145829f751a48355c1c96172eb91a5ca93', '5b9d49396018b8008dcb2c5704aa20af16d438ae', '69b79844a89cc9dc57cec4f5d3269e72d37e29c9', '70e7cd96f57939556ffecfbd7d6032bd6c5167ce', 'a7b5c5b98527aa1a5be254a9626f6ae6068e0afd', 'f2074cbadec15538cb9cbb0152618c045eea992d']",{}
5791,1,2,0.5,1.0,0.6666666666666666,0.5,0.0,"['05f55708f39a23223374eed877f5b4cd1b94cafb', '35763965f9f373af9ebb544726e43796780d2dbd']",['05f55708f39a23223374eed877f5b4cd1b94cafb'],"{'35763965f9f373af9ebb544726e43796780d2dbd': 0.7, '05f55708f39a23223374eed877f5b4cd1b94cafb': 0.5}"
5886,6,0,0.0,0.0,0.0,0.0,0.0,[],"['3de09e34dfeab9815c9ab728b544fa2a1048a20b', '57f481ec3721a2a8e835b95070a6e19ce28999bb', '9fa94845c72d43ded105b3c68e4ff6d76e7ba080', 'a861c3e0859a06f968cf482cb58364b2533dc1fc', 'd33c3cbe8d72e599de06c768be492831fc80c881', 'f5ae0f33725803c29e260681e4b6b8a9033d03fc']",{}
6516,6,2,1.0,0.3333333333333333,0.5,1.0,0.4935232796777481,"['892628631e6d81bf12bbb926cf370f9359d7b9a0', 'e676ef1d9a3352e6204b2c20d29857327a9b1785']","['431e76e5162aa59f0a5c397300186dbca6078e4f', '6aa92cd9c5cf92ede2f6fac0aa8b8dff366e48e7', '892628631e6d81bf12bbb926cf370f9359d7b9a0', 'e676ef1d9a3352e6204b2c20d29857327a9b1785', 'eeeac8bfb7682cb5faeda8f567f4b627805151cc', 'f26a359cc1cf85c5d86905baccebdaafb9012d11']","{'892628631e6d81bf12bbb926cf370f9359d7b9a0': 0.99, 'e676ef1d9a3352e6204b2c20d29857327a9b1785': 0.85, '431e76e5162aa59f0a5c397300186dbca6078e4f': 0.3}"
6911,3,0,0.0,0.0,0.0,0.0,0.0,[],"['d358e05cf11a3a2d88b28c6d7e53d9f3a31e8297', 'dc8cb40203d5ae63b48a712a52102d642ead5c20', 'f6dd6df2320c4a1eb2a43d3ac3ec675fdbc1ac03']",{}
6988,1,0,0.0,0.0,0.0,0.0,0.0,[],['15bdee998b6ce9e903e8d912bc81dc75ab43b2da'],{}
7437,2,0,0.0,0.0,0.0,0.0,0.0,[],"['17fdef886a5c0eb7bfbed730fb5ce24f224a2f36', 'e790e0696116dd6ee7aeb390ae3344435d4708d4']",{}
7533,4,0,0.0,0.0,0.0,0.0,0.0,[],"['54b95ea8658d7db03eea717e68b09350fff13a9a', '7d886801c39834a7886241de2a96180a499c2b98', '8830c2359f4e7abc4dd9f2e9c6a8ad25c8801397', '906690c6e34f9ffb4f828bbd589a13f65671bc7f']",{}
7624,3,1,1.0,0.3333333333333333,0.5,1.0,0.46927872602275644,['3353062ae8ea339b3e0f4667443108723262661d'],"['3353062ae8ea339b3e0f4667443108723262661d', '872788da5c881c1af952f54df923aa3097daefb5', '974ca63685a3ee908e20724cefdc0e5d6b3f02c1']",{'3353062ae8ea339b3e0f4667443108723262661d': 1.0}
7635,1,0,0.0,0.0,0.0,0.0,0.0,[],['6fbc9c66b018bb3766ecd76be8c3dc87ad942464'],{}
7678,4,2,0.5,0.25,0.3333333333333333,1.0,0.3903800499921017,"['c9c207205238bd93599c13922dceb3a8b68b2c61', 'd98f974ceea7e27870d3b5d60a75b0fd00bebd80']","['09ad60b2d2761d60bb4eafdba51487cb87e496f5', '847366c8325a8ad4f84cc6a8711098bb8d5053c1', '94964fd59c590aa4876fafbe6356aab3327504c4', 'd98f974ceea7e27870d3b5d60a75b0fd00bebd80']","{'d98f974ceea7e27870d3b5d60a75b0fd00bebd80': 0.95, 'c9c207205238bd93599c13922dceb3a8b68b2c61': 0.6}"
7682,4,1,1.0,0.25,0.4,1.0,0.3903800499921017,['fc346681b25caa08be3ef5d00a91d246bc61c7c5'],"['1440dd4d01e742479d41e7da2a9ed2daee20854a', '227f6d863777bc24e16c9e0fe01d05a41e912dc2', '9c0ee5f34328d05a47186ef5040d652e8a8df394', 'fc346681b25caa08be3ef5d00a91d246bc61c7c5']",{'fc346681b25caa08be3ef5d00a91d246bc61c7c5': 0.95}
7736,1,0,0.0,0.0,0.0,0.0,0.0,[],['1980e66ffed9c28fb92cdf2a516aaf35ed1109e5'],{}
7915,1,1,1.0,1.0,1.0,1.0,1.0,['7390cf7ca00f7b3790e5cd9b0cd6a5725734fb7c'],['7390cf7ca00f7b3790e5cd9b0cd6a5725734fb7c'],"{'7390cf7ca00f7b3790e5cd9b0cd6a5725734fb7c': 0.99, 'edd34efbbc842ff29f566c9dcbbb13d87350a3ee': 0.3, '7e2dfe93da4c5366def1853abec8648e5ebb6ca0': 0.2}"
7971,1,1,1.0,1.0,1.0,1.0,1.0,['e53887ed33d41a26712596f54169e4602e4f6078'],['e53887ed33d41a26712596f54169e4602e4f6078'],{'e53887ed33d41a26712596f54169e4602e4f6078': 0.95}
7977,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['b7b2e0691bbea6254e8ce822fedc24b902a0dbbc'],"['41e3bc4780c8fcc4bb227fe173e2936c258c51d2', 'b7b2e0691bbea6254e8ce822fedc24b902a0dbbc']",{'b7b2e0691bbea6254e8ce822fedc24b902a0dbbc': 1.0}
8090,1,1,1.0,1.0,1.0,1.0,1.0,['0ddc4e4c77d7af7f013e66c19aef2b47ee50348e'],['0ddc4e4c77d7af7f013e66c19aef2b47ee50348e'],{'0ddc4e4c77d7af7f013e66c19aef2b47ee50348e': 1.0}
8102,1,0,0.0,0.0,0.0,0.0,0.0,[],['fb3ccb9e3ad5e51c8938cd30f18fb9f24df00363'],{}
8201,2,0,0.0,0.0,0.0,0.0,0.0,[],"['b8d2dbc0392e316c3abcf9d8e4350ccfa67a7cc7', 'f6647622a7388c578023a28a96586e43be0c596f']",{}
8247,2,0,0.0,0.0,0.0,0.0,0.0,[],"['31155a19b48aef0dc904324c29461c4fd464c9b8', '53f2373707f374a60c07d942efbbc62ae54454f5']",{}
8696,6,2,0.5,0.16666666666666666,0.25,1.0,0.30260241349881345,"['064c31621a50f01fe106d0665818cacea9162055', '23ab654b196aa4a04ac82fb797c4950761e33694']","['029dc6c9624cbe76d47d19b2bd65c3b0608640c8', '23ab654b196aa4a04ac82fb797c4950761e33694', '3b44157498837f0f35b24632c51af1705e222ccd', '589e428b67754e49d570ef454ac472820dba743f', '5981bad276a4ed35b41e2fa6fb837b5fc0856a73', 'a52e0d5dc7bdda5e752d4e1d0d026b9e4679ece9']","{'23ab654b196aa4a04ac82fb797c4950761e33694': 0.98, '064c31621a50f01fe106d0665818cacea9162055': 0.6, 'bbd18a87891f2fb01721756c3d82723f76ef14c0': 0.3}"
8764,1,0,0.0,0.0,0.0,0.0,0.0,[],['6cdc7ce69cb7534f03e34f82888d5b9c8563e5e9'],{}
8829,1,1,1.0,1.0,1.0,1.0,1.0,['0560f22502a0dd90aaf22d128bf1eecea0e843e7'],['0560f22502a0dd90aaf22d128bf1eecea0e843e7'],{'0560f22502a0dd90aaf22d128bf1eecea0e843e7': 0.98}
9083,5,1,1.0,0.2,0.33333333333333337,1.0,0.3391602052736161,['db24008302c4baa3f4f41d92ba04de0f5a7f5b69'],"['10a0099520665385bdb837372f27f17f1a41c50f', '496985edd21ec0ecb2616d218facc7c85f887914', 'bf247600813cc06c4ac0fae6e512e3cd9227d05c', 'db24008302c4baa3f4f41d92ba04de0f5a7f5b69', 'f31c51fcd0902d919d1343098febf24749fc870e']",{'db24008302c4baa3f4f41d92ba04de0f5a7f5b69': 0.95}
9088,5,0,0.0,0.0,0.0,0.0,0.0,[],"['69c4900ae428b02c2efe72bbfe09567190fc92fe', '73772300e247edabc52293110879a75d58794f24', '94cacacc65372ca9d2f09dcbabeba702ed9b30fd', 'c0aea07343e9787aee2b6d7152ec360afe018e98', 'fcc87ff1ac4569bff67cce08f2ae1bb9bfb0574d']",{}
9182,1,0,0.0,0.0,0.0,0.0,0.0,[],['2ebd21a91ac2c104e62ce052911542e1247944eb'],{}
9522,1,1,1.0,1.0,1.0,1.0,1.0,['321a2bee4abea6d630528b6d85e0234bbe3fef0e'],['321a2bee4abea6d630528b6d85e0234bbe3fef0e'],{'321a2bee4abea6d630528b6d85e0234bbe3fef0e': 1.0}
9555,1,1,1.0,1.0,1.0,1.0,1.0,['94319f60748dea014c16d8f65da8323e07ea02c8'],['94319f60748dea014c16d8f65da8323e07ea02c8'],{'94319f60748dea014c16d8f65da8323e07ea02c8': 1.0}
10060,1,1,1.0,1.0,1.0,1.0,1.0,['487ed52429f92c766a05ea4ef0bda342ad92421a'],['487ed52429f92c766a05ea4ef0bda342ad92421a'],{'487ed52429f92c766a05ea4ef0bda342ad92421a': 0.95}
10122,2,0,0.0,0.0,0.0,0.0,0.0,[],"['0bbdddad2af2b795a87605fe2888e206f0e9984d', '7e0237db89b459d3cae573bf59dd558ab5a7d47c']",{}
10258,5,1,1.0,0.2,0.33333333333333337,1.0,0.3391602052736161,['989ad0862119692353b056340d160304143bf517'],"['04b42bc574f1a7a72e0fa28048dd76247b83cc7d', '64f47393ac7ca532d10902adf8e54ccf8bda9ae2', '989ad0862119692353b056340d160304143bf517', 'eae093a504cd83359d3e856ce2174aa92b5e807e', 'f94174c470c8613c7d85797f17bfaf144732aa01']",{'989ad0862119692353b056340d160304143bf517': 0.95}
10279,3,0,0.0,0.0,0.0,0.0,0.0,[],"['3225a07e8055c15e4eef1fef51b2d7d448544f0e', 'c9c207205238bd93599c13922dceb3a8b68b2c61', 'ce302b004dd1bc77c62b1decbc8cbaa2b58d3d7c']",{}
10340,1,0,0.0,0.0,0.0,0.0,0.0,[],['3421040317d6c74aeb9c1d37ab479fabf709e3f2'],{}
10685,1,1,1.0,1.0,1.0,1.0,1.0,['d4f07a85d43615be6f823f0699a1d03cf8597a58'],['d4f07a85d43615be6f823f0699a1d03cf8597a58'],{'d4f07a85d43615be6f823f0699a1d03cf8597a58': 0.99}
10854,1,1,1.0,1.0,1.0,1.0,1.0,['55d813999f81bcbc39b03193a8300a77bb347cba'],['55d813999f81bcbc39b03193a8300a77bb347cba'],{'55d813999f81bcbc39b03193a8300a77bb347cba': 0.95}
10993,1,1,1.0,1.0,1.0,1.0,1.0,['e54441ff6ab022f8cb8a8c69a8abf8e48a18d868'],['e54441ff6ab022f8cb8a8c69a8abf8e48a18d868'],{'e54441ff6ab022f8cb8a8c69a8abf8e48a18d868': 0.96}
11176,6,2,1.0,0.3333333333333333,0.5,1.0,0.4935232796777481,"['38f561688e99ba7fb95bb2016ae4c7991ac5ac29', 'e96f76e5c7d93cafe622bc5625a456f1997f886c']","['38f561688e99ba7fb95bb2016ae4c7991ac5ac29', '9013cc173331acc7ee2490219777948b32d17489', 'd501aef8174a65df1fd147e3c84b0fcfa05281c2', 'dbe40a1aae18190ce47823bc97bf1a793bbe38ac', 'e96f76e5c7d93cafe622bc5625a456f1997f886c', 'f13389838a14c5a0a81be287d2f598af4d0209a5']","{'31fcae57589c4113ccd2509f6d5d1d623f0e8376': 0.3, 'e96f76e5c7d93cafe622bc5625a456f1997f886c': 0.9, '38f561688e99ba7fb95bb2016ae4c7991ac5ac29': 1.0, '9013cc173331acc7ee2490219777948b32d17489': 0.4}"
11341,5,2,0.5,0.2,0.28571428571428575,1.0,0.3391602052736161,"['30d1e71707d0e890cf22fc973a4efc57052d212e', 'ccead309687a123b4bf3e6a66abdbe00eb992712']","['31fcae57589c4113ccd2509f6d5d1d623f0e8376', '49751dcb73a3101d84296459f130882646087f73', '802a2eaa70dc3812800fbd1d6cbf9b71d916c8b1', 'ccead309687a123b4bf3e6a66abdbe00eb992712', 'f81c979a70ad118e5526f8b6eb513d6442fd08ca']","{'30d1e71707d0e890cf22fc973a4efc57052d212e': 0.95, 'ccead309687a123b4bf3e6a66abdbe00eb992712': 0.97, '22e387b161ca14bfbb88967d91876db59b00540c': 0.3}"
11527,7,0,0.0,0.0,0.0,0.0,0.0,[],"['53d2c0d896b1a2de8c87a2608ec5c9342f132747', '58da1473045d06d67b96c4ad0f1527e7588246eb', '59254876a9863e2e046d5ec6530058c68850fe92', '753585bff637843dd66bb84a708b4cd8b9250a4d', '8a525bbd42286b1212e37e3c98f0bfca29a39d88', '9a869c533d2863764cc0372b97f61e14e55c413c', 'd409637347ed3b4457732d5e51f1571d406c83cf']",{}
11664,2,2,1.0,1.0,1.0,1.0,1.0,"['8219e0c39ed2cd56baab0152e2878ea5e82f4794', 'ceb9a5f06ac250aaf8be321851ae490be9f98947']","['8219e0c39ed2cd56baab0152e2878ea5e82f4794', 'ceb9a5f06ac250aaf8be321851ae490be9f98947']","{'ceb9a5f06ac250aaf8be321851ae490be9f98947': 0.95, '8219e0c39ed2cd56baab0152e2878ea5e82f4794': 0.8}"
11768,2,0,0.0,0.0,0.0,0.0,0.0,[],"['3436e7fd5f1160a82460d26e1ecb3c739015e1d9', 'eb3665dd967b6ba706de52627e6800e1845cf0d3']",{}
11945,1,0,0.0,0.0,0.0,0.0,0.0,[],['7b5096ca847f1142135796e361cfd7d9ed127869'],{}
12009,1,0,0.0,0.0,0.0,0.0,0.0,[],['cb4ca7ae15a8a2b45a061fec99a05db0088ac531'],{}
12076,1,1,1.0,1.0,1.0,1.0,1.0,['1a144131cb79768c4efd9ecce4441123ef5f8203'],['1a144131cb79768c4efd9ecce4441123ef5f8203'],"{'1a144131cb79768c4efd9ecce4441123ef5f8203': 0.95, '6efb3f85ed6ff341263738939f4d157067b3ab43': 0.2, '216f43ab1e4f0c0a97e24d2f3f5b286559029558': 0.1}"
12113,5,2,1.0,0.4,0.5714285714285715,1.0,0.5531464700081437,"['831d47162c3528d7cfbf2ea03482cc83d40c70fe', 'f6abe391fd4677080026db90df93f0a37680062e']","['706e4baa9fcc63b4b25e43604a1801ebddfc39e1', '831d47162c3528d7cfbf2ea03482cc83d40c70fe', 'be2dfcc50753e724eba28af86e2edf4cf958a416', 'f6abe391fd4677080026db90df93f0a37680062e', 'faebb828466364a0817c38337a86fa5ff7122cd9']","{'831d47162c3528d7cfbf2ea03482cc83d40c70fe': 0.95, 'f6abe391fd4677080026db90df93f0a37680062e': 0.6, '706e4baa9fcc63b4b25e43604a1801ebddfc39e1': 0.4, '27af9194584066401a9a3da1c3fd7c8a9d2c7878': 0.2}"
12265,1,1,1.0,1.0,1.0,1.0,1.0,['f0b37eb7b134af23c35f17d82ec5205f83fc8ee5'],['f0b37eb7b134af23c35f17d82ec5205f83fc8ee5'],"{'e92c7f503292ae29d31ed18509909f60da847972': 0.45, 'f0b37eb7b134af23c35f17d82ec5205f83fc8ee5': 0.98}"
12373,1,1,1.0,1.0,1.0,1.0,1.0,['e2308e7a7efce8a3c31cd017d50f475be85a2e6d'],['e2308e7a7efce8a3c31cd017d50f475be85a2e6d'],{'e2308e7a7efce8a3c31cd017d50f475be85a2e6d': 0.95}
