Issue ID,K_true,K_pred,Precision,Recall,F1,MRR,NDCG@K,Predicted,True
10972,4,0,0.0,0.0,0.0,0.0,0.0,[],"['0c8ae72df03f', '1b700900a1ad', '4fd3d6926887', '9232e59247d6']"
11141,2,2,1.0,1.0,1.0,1.0,1.0,"['de704eb77194', 'eae953167cef']","['de704eb77194', 'eae953167cef']"
11737,1,1,1.0,1.0,1.0,1.0,1.0,['581761b7fd64'],['581761b7fd64']
12353,1,1,1.0,1.0,1.0,1.0,1.0,['0ed59b65c95f'],['0ed59b65c95f']
12470,2,2,1.0,1.0,1.0,1.0,1.0,"['189752aef886', '4f11a040fab9']","['189752aef886', '4f11a040fab9']"
12623,7,0,0.0,0.0,0.0,0.0,0.0,[],"['012c7dd74790', '1ca7a68adb61', '44e5386bec2e', '4b5e96cacd83', '63728c424547', 'c31f422d03d8', 'dc12a8d63399']"
12778,1,1,1.0,1.0,1.0,1.0,1.0,['17f61f285295'],['17f61f285295']
12787,4,0,0.0,0.0,0.0,0.0,0.0,[],"['0a9c084bd906', '1bed047ed74b', '58c0913b07d0', '7c7ab26cb174']"
12935,1,1,1.0,1.0,1.0,1.0,1.0,['e327b2e83052'],['e327b2e83052']
13027,1,1,1.0,1.0,1.0,1.0,1.0,['a874bb382fa3'],['a874bb382fa3']
13232,1,1,1.0,1.0,1.0,1.0,1.0,['f4e2f2e258f6'],['f4e2f2e258f6']
13740,1,1,1.0,1.0,1.0,1.0,1.0,['87dfedad0feb'],['87dfedad0feb']
13847,2,2,1.0,1.0,1.0,1.0,1.0,"['7e45f63ed29b', '8773214d0797']","['7e45f63ed29b', '8773214d0797']"
13862,1,1,1.0,1.0,1.0,1.0,1.0,['e6fc7a9286bf'],['e6fc7a9286bf']
14026,5,5,0.4,0.4,0.4000000000000001,0.3333333333333333,0.30078518014914984,"['4ae7e6e8ebbd', '5430d89558b9', '5b88cb8dc333', '5f365434dcc9', '96a16dd48d06']","['2c7d472c93c9', '4ae7e6e8ebbd', '5b88cb8dc333', 'f536c263b096', 'fab0a1669692']"
14037,1,1,1.0,1.0,1.0,1.0,1.0,['78f3aa3d0401'],['78f3aa3d0401']
14117,1,1,1.0,1.0,1.0,1.0,1.0,['eb88096d72e9'],['eb88096d72e9']
14199,2,0,0.0,0.0,0.0,0.0,0.0,[],"['4a737643360e', 'c56c7fc7ae92']"
14233,7,0,0.0,0.0,0.0,0.0,0.0,[],"['095916b816fc', '0ae8244f856a', '21163ad220cc', '24023fa7229c', '69ddf888e6df', 'c86dafa95d78', 'da5bdf254672']"
14506,2,2,1.0,1.0,1.0,1.0,1.0,"['11bc228e2292', '80b023e5fdba']","['11bc228e2292', '80b023e5fdba']"
15123,1,1,1.0,1.0,1.0,1.0,1.0,['803e66a7a951'],['803e66a7a951']
15204,1,1,1.0,1.0,1.0,1.0,1.0,['a252aa6e3397'],['a252aa6e3397']
15437,1,1,1.0,1.0,1.0,1.0,1.0,['4b09f5ca16a1'],['4b09f5ca16a1']
15592,5,5,0.2,0.2,0.20000000000000004,1.0,0.3391602052736161,"['74efc8ce4ac1', 'aea907732887', 'ec06b3fdb263', 'f17b130e51f7', 'f1b508358c20']","['0e639011f274', '16d703cd5db5', '6130c6304670', '74efc8ce4ac1', '92b53435c9a5']"
15916,7,0,0.0,0.0,0.0,0.0,0.0,[],"['0891e5e07567', '489ee735d2cc', '7e00de2896a0', '85c9e1eda3bf', 'c4cf615192f9', 'd2baac610c70', 'dce7aa331ace']"
16624,2,0,0.0,0.0,0.0,0.0,0.0,[],"['280621301da3', 'e37d680db700']"
16629,1,1,1.0,1.0,1.0,1.0,1.0,['8ec52dc5ba9a'],['8ec52dc5ba9a']
16785,3,0,0.0,0.0,0.0,0.0,0.0,[],"['9bf43ee85022', 'ad76a799d34d', 'c45cc0e422f5']"
17058,6,0,0.0,0.0,0.0,0.0,0.0,[],"['0076ec92f1d9', '12a9cc919451', '75dc829ce77c', 'c0f9a159faa5', 'cef9486d693d', 'cfa4b40fc8d5']"
17104,3,0,0.0,0.0,0.0,0.0,0.0,[],"['4bcd08daa218', '6daa16cea905', '9065428e2d67']"
17244,1,1,1.0,1.0,1.0,1.0,1.0,['fbe6dfb1f510'],['fbe6dfb1f510']
17275,2,2,0.5,0.5,0.5,0.5,0.38685280723454163,"['3b47c0857644', '751efb88facc']","['3b47c0857644', '9fdd65d947b5']"
17295,1,1,1.0,1.0,1.0,1.0,1.0,['38b567724652'],['38b567724652']
17457,1,1,1.0,1.0,1.0,1.0,1.0,['757a32a5abe8'],['757a32a5abe8']
17529,1,1,1.0,1.0,1.0,1.0,1.0,['57d636d96f51'],['57d636d96f51']
17545,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,"['57f9842df245', '8e3bf9d8d126', 'fe608d5ca647']","['57f9842df245', '7e528ca5d31d', 'a9579f15beb0']"
17638,1,0,0.0,0.0,0.0,0.0,0.0,[],['1ef3b3699006']
17989,2,0,0.0,0.0,0.0,0.0,0.0,[],"['20b852ab657a', 'c446c761b9ab']"
17992,1,1,1.0,1.0,1.0,1.0,1.0,['2bcdf1d555b5'],['2bcdf1d555b5']
18322,3,0,0.0,0.0,0.0,0.0,0.0,[],"['142bf7e0a164', '87b1dbcbf5ae', '88ea9a370a74']"
18353,1,1,1.0,1.0,1.0,1.0,1.0,['4353f1c9a681'],['4353f1c9a681']
18561,3,0,0.0,0.0,0.0,0.0,0.0,[],"['17f1a1cdcdb5', '5f631085affd', 'd8316d636800']"
18567,1,1,1.0,1.0,1.0,1.0,1.0,['f0fa1ddf46e1'],['f0fa1ddf46e1']
18637,1,1,1.0,1.0,1.0,1.0,1.0,['ecc1216f8530'],['ecc1216f8530']
18695,4,4,0.5,0.5,0.5,0.5,0.44149241373678083,"['04b130b92657', '23d321caa5d1', '4ada50c94f4e', '9397f524b124']","['23d321caa5d1', '2b5492578997', '9397f524b124', 'c316823b9618']"
18788,1,1,1.0,1.0,1.0,1.0,1.0,['06c378553046'],['06c378553046']
18809,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.23463936301137822,"['4353f1c9a681', '57d636d96f51', '617dbda9977f']","['617dbda9977f', 'd7514fabfea6', 'e9d0fd526254']"
18843,2,0,0.0,0.0,0.0,0.0,0.0,[],"['828c58b2b15f', '8e3bf9d8d126']"
18927,2,2,0.0,0.0,0.0,0.0,0.0,"['039791e8296f', 'bf5ea27a6130']","['381bd2be5ab1', '99cc47f46afc']"
18933,4,0,0.0,0.0,0.0,0.0,0.0,[],"['101a5def08ed', '3b13a49ee494', '590292697ee7', '95c79d6e170b']"
18934,2,0,0.0,0.0,0.0,0.0,0.0,[],"['2380de46fffc', 'bf5ea27a6130']"
18986,1,1,0.0,0.0,0.0,0.0,0.0,['366691f043b3'],['94001c7681c2']
19026,1,1,0.0,0.0,0.0,0.0,0.0,['e4915a6134fc'],['9a2c4bc0d9d2']
19286,1,1,0.0,0.0,0.0,0.0,0.0,['b81ef24e3b4c'],['0cccf0a6be6c']
19338,1,1,1.0,1.0,1.0,1.0,1.0,['c8f8e86ee0f9'],['c8f8e86ee0f9']
19544,1,1,1.0,1.0,1.0,1.0,1.0,['25ed1bfffd47'],['25ed1bfffd47']
20494,4,4,0.0,0.0,0.0,0.0,0.0,"['1474c625d33b', '3b13a49ee494', '43f560b0cb07', '7f6bdcff6a31']","['42c006df8e5c', '582acdfae673', '93c231f563c3', 'aa7f6a660f6a']"
