Issue,K,Predicted,Inter,AllCorrect,HalfCorrect,Precision,Recall,F1
17101,1,1,1,1,1,1.0,1.0,1.0
17120,1,1,0,0,0,0.0,0.0,0.0
17298,1,1,1,1,1,1.0,1.0,1.0
17326,3,3,3,1,1,1.0,1.0,1.0
17380,6,6,1,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666
17389,4,4,4,1,1,1.0,1.0,1.0
17405,5,5,3,0,1,0.6,0.6,0.6
17451,6,6,3,0,1,0.5,0.5,0.5
17458,3,3,3,1,1,1.0,1.0,1.0
17460,6,6,5,0,1,0.8333333333333334,0.8333333333333334,0.8333333333333334
17472,4,4,4,1,1,1.0,1.0,1.0
17474,3,3,3,1,1,1.0,1.0,1.0
17480,3,3,3,1,1,1.0,1.0,1.0
17489,6,6,1,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666
17581,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
17597,1,1,1,1,1,1.0,1.0,1.0
17603,1,1,1,1,1,1.0,1.0,1.0
17619,2,2,1,0,1,0.5,0.5,0.5
17662,6,6,3,0,1,0.5,0.5,0.5
17685,1,1,1,1,1,1.0,1.0,1.0
17687,2,2,1,0,1,0.5,0.5,0.5
17756,4,4,1,0,0,0.25,0.25,0.25
17760,3,3,3,1,1,1.0,1.0,1.0
17794,1,1,1,1,1,1.0,1.0,1.0
17865,4,4,2,0,1,0.5,0.5,0.5
17882,1,1,1,1,1,1.0,1.0,1.0
17894,3,3,3,1,1,1.0,1.0,1.0
17913,1,1,0,0,0,0.0,0.0,0.0
17928,1,1,1,1,1,1.0,1.0,1.0
17975,1,1,1,1,1,1.0,1.0,1.0
18002,1,1,0,0,0,0.0,0.0,0.0
18026,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
18042,1,1,1,1,1,1.0,1.0,1.0
18102,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
18122,4,4,2,0,1,0.5,0.5,0.5
18284,2,2,2,1,1,1.0,1.0,1.0
18345,2,2,1,0,1,0.5,0.5,0.5
18453,5,5,1,0,0,0.2,0.2,0.2
18490,5,5,2,0,0,0.4,0.4,0.4
18497,1,1,1,1,1,1.0,1.0,1.0
18503,1,1,0,0,0,0.0,0.0,0.0
18524,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
18530,7,7,5,0,1,0.7142857142857143,0.7142857142857143,0.7142857142857143
18545,1,1,0,0,0,0.0,0.0,0.0
18547,1,1,1,1,1,1.0,1.0,1.0
18574,4,4,4,1,1,1.0,1.0,1.0
18611,3,3,0,0,0,0.0,0.0,0.0
18757,2,2,1,0,1,0.5,0.5,0.5
18759,1,1,0,0,0,0.0,0.0,0.0
18771,4,4,1,0,0,0.25,0.25,0.25
18818,4,4,1,0,0,0.25,0.25,0.25
18913,2,2,2,1,1,1.0,1.0,1.0
19087,2,2,2,1,1,1.0,1.0,1.0
19098,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
19149,1,1,1,1,1,1.0,1.0,1.0
19154,2,2,1,0,1,0.5,0.5,0.5
19169,2,2,0,0,0,0.0,0.0,0.0
19175,5,5,4,0,1,0.8,0.8,0.8
19176,5,5,1,0,0,0.2,0.2,0.2
19238,2,2,1,0,1,0.5,0.5,0.5
19260,3,3,3,1,1,1.0,1.0,1.0
19331,7,7,4,0,1,0.5714285714285714,0.5714285714285714,0.5714285714285714
19336,4,4,2,0,1,0.5,0.5,0.5
19396,1,1,1,1,1,1.0,1.0,1.0
19398,5,5,3,0,1,0.6,0.6,0.6
19416,6,6,3,0,1,0.5,0.5,0.5
19425,1,1,0,0,0,0.0,0.0,0.0
19573,5,5,3,0,1,0.6,0.6,0.6
19664,5,5,5,1,1,1.0,1.0,1.0
19720,2,2,1,0,1,0.5,0.5,0.5
19723,4,4,2,0,1,0.5,0.5,0.5
19756,4,4,4,1,1,1.0,1.0,1.0
19786,1,1,1,1,1,1.0,1.0,1.0
19820,2,2,1,0,1,0.5,0.5,0.5
19822,6,6,4,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
19846,1,1,1,1,1,1.0,1.0,1.0
19998,4,4,4,1,1,1.0,1.0,1.0
20074,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
20075,7,7,4,0,1,0.5714285714285714,0.5714285714285714,0.5714285714285714
20163,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
20190,2,2,1,0,1,0.5,0.5,0.5
20201,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
20215,1,1,1,1,1,1.0,1.0,1.0
20291,4,4,4,1,1,1.0,1.0,1.0
20320,1,1,1,1,1,1.0,1.0,1.0
20367,3,3,3,1,1,1.0,1.0,1.0
20373,2,2,1,0,1,0.5,0.5,0.5
20434,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
20502,2,2,2,1,1,1.0,1.0,1.0
20503,2,2,1,0,1,0.5,0.5,0.5
20524,1,1,1,1,1,1.0,1.0,1.0
20530,4,4,1,0,0,0.25,0.25,0.25
20607,1,1,1,1,1,1.0,1.0,1.0
20619,5,5,2,0,0,0.4,0.4,0.4
20655,7,7,2,0,0,0.2857142857142857,0.2857142857142857,0.2857142857142857
20853,5,5,2,0,0,0.4,0.4,0.4
20984,2,2,2,1,1,1.0,1.0,1.0
21039,7,7,5,0,1,0.7142857142857143,0.7142857142857143,0.7142857142857143
21096,2,2,2,1,1,1.0,1.0,1.0
21234,4,4,2,0,1,0.5,0.5,0.5
21302,3,3,3,1,1,1.0,1.0,1.0
