Issue,K,Predicted,Inter,AllCorrect,HalfCorrect,Precision,Recall,F1
30747,2,2,1,0,1,0.5,0.5,0.5
30950,1,1,1,1,1,1.0,1.0,1.0
31048,2,2,1,0,1,0.5,0.5,0.5
31192,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
31372,2,2,2,1,1,1.0,1.0,1.0
31405,4,4,2,0,1,0.5,0.5,0.5
31437,1,1,1,1,1,1.0,1.0,1.0
31524,1,1,1,1,1,1.0,1.0,1.0
31641,1,1,1,1,1,1.0,1.0,1.0
31668,4,4,3,0,1,0.75,0.75,0.75
31712,6,6,3,0,1,0.5,0.5,0.5
31719,4,4,1,0,0,0.25,0.25,0.25
31725,1,1,1,1,1,1.0,1.0,1.0
31765,2,2,2,1,1,1.0,1.0,1.0
31797,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
31846,1,1,0,0,0,0.0,0.0,0.0
31851,4,4,2,0,1,0.5,0.5,0.5
31875,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
31991,1,1,1,1,1,1.0,1.0,1.0
32030,2,2,2,1,1,1.0,1.0,1.0
32054,1,1,1,1,1,1.0,1.0,1.0
32064,1,1,1,1,1,1.0,1.0,1.0
32130,5,5,2,0,0,0.4,0.4,0.4
32161,2,2,1,0,1,0.5,0.5,0.5
32221,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
32225,1,1,1,1,1,1.0,1.0,1.0
32349,6,6,5,0,1,0.8333333333333334,0.8333333333333334,0.8333333333333334
32388,1,1,1,1,1,1.0,1.0,1.0
32498,2,2,2,1,1,1.0,1.0,1.0
32608,4,4,3,0,1,0.75,0.75,0.75
32646,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
32649,2,2,2,1,1,1.0,1.0,1.0
32714,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
32743,1,1,1,1,1,1.0,1.0,1.0
32758,1,1,0,0,0,0.0,0.0,0.0
32811,1,1,1,1,1,1.0,1.0,1.0
32820,1,1,0,0,0,0.0,0.0,0.0
32896,2,2,1,0,1,0.5,0.5,0.5
32901,1,1,1,1,1,1.0,1.0,1.0
33055,1,1,1,1,1,1.0,1.0,1.0
33244,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
33253,4,4,0,0,0,0.0,0.0,0.0
33272,2,2,1,0,1,0.5,0.5,0.5
33286,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
33314,5,5,2,0,0,0.4,0.4,0.4
33331,4,4,1,0,0,0.25,0.25,0.25
33407,4,4,3,0,1,0.75,0.75,0.75
33783,1,1,1,1,1,1.0,1.0,1.0
33836,1,1,1,1,1,1.0,1.0,1.0
34089,3,3,0,0,0,0.0,0.0,0.0
34101,3,3,0,0,0,0.0,0.0,0.0
34212,6,6,1,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666
34240,1,1,1,1,1,1.0,1.0,1.0
34397,1,1,0,0,0,0.0,0.0,0.0
34474,1,1,1,1,1,1.0,1.0,1.0
34561,1,1,1,1,1,1.0,1.0,1.0
34648,1,1,1,1,1,1.0,1.0,1.0
34822,1,1,1,1,1,1.0,1.0,1.0
34855,2,2,1,0,1,0.5,0.5,0.5
34914,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
35090,2,2,2,1,1,1.0,1.0,1.0
35192,2,2,1,0,1,0.5,0.5,0.5
35194,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
35269,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
35384,2,2,2,1,1,1.0,1.0,1.0
35392,1,1,1,1,1,1.0,1.0,1.0
35462,1,1,1,1,1,1.0,1.0,1.0
35720,2,2,2,1,1,1.0,1.0,1.0
35760,3,3,0,0,0,0.0,0.0,0.0
35771,5,5,5,1,1,1.0,1.0,1.0
36039,4,4,4,1,1,1.0,1.0,1.0
36088,3,3,3,1,1,1.0,1.0,1.0
36114,1,1,1,1,1,1.0,1.0,1.0
36179,2,2,2,1,1,1.0,1.0,1.0
36338,7,7,6,0,1,0.8571428571428571,0.8571428571428571,0.8571428571428571
36347,1,1,1,1,1,1.0,1.0,1.0
36366,3,3,3,1,1,1.0,1.0,1.0
36609,2,2,2,1,1,1.0,1.0,1.0
36686,2,2,0,0,0,0.0,0.0,0.0
36702,7,7,3,0,0,0.42857142857142855,0.42857142857142855,0.42857142857142855
36836,1,1,1,1,1,1.0,1.0,1.0
36847,2,2,2,1,1,1.0,1.0,1.0
37121,1,1,1,1,1,1.0,1.0,1.0
37136,1,1,1,1,1,1.0,1.0,1.0
37259,7,7,3,0,0,0.42857142857142855,0.42857142857142855,0.42857142857142855
37386,1,1,1,1,1,1.0,1.0,1.0
37618,1,1,1,1,1,1.0,1.0,1.0
37680,1,1,1,1,1,1.0,1.0,1.0
37738,2,2,2,1,1,1.0,1.0,1.0
37994,2,2,1,0,1,0.5,0.5,0.5
