Issue ID,K_true,K_pred,Precision,Recall,F1,MRR,NDCG@K,Predicted,True,Scores
3009,1,1,1.0,1.0,1.0,1.0,1.0,['f0010a87c718c5638c77d8020dd48a735fffee39'],['f0010a87c718c5638c77d8020dd48a735fffee39'],"{'f0010a87c718c5638c77d8020dd48a735fffee39': 1.0, '7af2d5c1f4fdff28436ef057269d5c15a1a9e1ee': 0.2}"
3195,2,0,0.0,0.0,0.0,0.0,0.0,[],"['c1401d0bf45949f2fc727b62d41a5e74f2cb11b1', 'e4e97b7592d43d333dccf2a695c075defa7f6b84']",{}
3367,1,1,1.0,1.0,1.0,1.0,1.0,['4e044ebe5bef11b717d12361b0a81ff48b4262ea'],['4e044ebe5bef11b717d12361b0a81ff48b4262ea'],"{'b3fa193615ac7bb674458ec52d6ea47643353861': 0.25, '4e044ebe5bef11b717d12361b0a81ff48b4262ea': 0.95}"
3652,3,1,1.0,0.3333333333333333,0.5,1.0,0.46927872602275644,['eaaf5486ba1f9d031f66af772ec033f82e667a0a'],"['344e9bab797efe0ca1d206c8aba79b7188a6e6a6', '7d32d4516d57d9f86c8ea3741bcaf6fed8bdf5d0', 'eaaf5486ba1f9d031f66af772ec033f82e667a0a']","{'eaaf5486ba1f9d031f66af772ec033f82e667a0a': 0.99, 'c023b6cbf68e3c644a650b8e29ff822233769597': 0.45}"
3822,1,1,1.0,1.0,1.0,1.0,1.0,['fe149237325f2512757a71e2ac7b1db8139db1bb'],['fe149237325f2512757a71e2ac7b1db8139db1bb'],{'fe149237325f2512757a71e2ac7b1db8139db1bb': 0.95}
3851,3,2,1.0,0.6666666666666666,0.8,1.0,0.7653606369886217,"['2fc713c64befc73847dd2d9f20533d4ad70dfd24', 'a25c2e5cccf0ce90b271c9262c1ebdfa51db1cec']","['19d29aa8154c6f072bbd4744ef42130d31d8a53e', '2fc713c64befc73847dd2d9f20533d4ad70dfd24', 'a25c2e5cccf0ce90b271c9262c1ebdfa51db1cec']","{'a25c2e5cccf0ce90b271c9262c1ebdfa51db1cec': 0.95, '2fc713c64befc73847dd2d9f20533d4ad70dfd24': 0.8, 'c0fc07eca031c47a75faf36e23a296bb897fd80d': 0.3}"
3860,1,0,0.0,0.0,0.0,0.0,0.0,[],['8090177dd5f25bd0e3deb67180935e88e89c189b'],{}
3880,3,4,0.75,1.0,0.8571428571428571,1.0,1.0,"['165aeda146f7a9bf64cb58822bdfa286a0c518ee', '6228322172cc8bf51f1ccf1369e20c1e489bca06', 'a677690c83b9ba0f545445fcbef2bcf3bbb462d2', 'b57c7f969bdf9bc5e757d1e3ed47686761f5dc9a']","['165aeda146f7a9bf64cb58822bdfa286a0c518ee', '6228322172cc8bf51f1ccf1369e20c1e489bca06', 'a677690c83b9ba0f545445fcbef2bcf3bbb462d2']","{'a677690c83b9ba0f545445fcbef2bcf3bbb462d2': 0.95, '165aeda146f7a9bf64cb58822bdfa286a0c518ee': 0.98, '6228322172cc8bf51f1ccf1369e20c1e489bca06': 0.97, 'b57c7f969bdf9bc5e757d1e3ed47686761f5dc9a': 0.6, 'a37bb036a014163a1f3b5d7bb71f63b82f95a490': 0.4}"
4299,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['a810a93ca6d45cc7b6e98862e734ba7a4b195513'],"['35f90b2cbcd2e28d6f3edce4204db34a521c2ca8', 'a810a93ca6d45cc7b6e98862e734ba7a4b195513']",{'a810a93ca6d45cc7b6e98862e734ba7a4b195513': 1.0}
4396,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['8364193b4da14459e3a04e277b7c54082b4bff29'],"['8364193b4da14459e3a04e277b7c54082b4bff29', 'e3ca7b6f7486048366d4223cb06d94131759e5a0']","{'8364193b4da14459e3a04e277b7c54082b4bff29': 0.95, 'e3ca7b6f7486048366d4223cb06d94131759e5a0': 0.35}"
4648,2,2,1.0,1.0,1.0,1.0,1.0,"['bb79bb35d2eaabed2da23d88c24a5bc954e33f28', 'f93b1076402eb377a8cfc433ed051be0dd10e604']","['bb79bb35d2eaabed2da23d88c24a5bc954e33f28', 'f93b1076402eb377a8cfc433ed051be0dd10e604']","{'bb79bb35d2eaabed2da23d88c24a5bc954e33f28': 0.9, 'f93b1076402eb377a8cfc433ed051be0dd10e604': 1.0}"
4768,1,2,0.5,1.0,0.6666666666666666,1.0,1.0,"['89fec19a89b80de668e4f00550081dba3f63f9f1', 'd1ee1d4a668cc09eff98514d07f963d5508ef24b']",['d1ee1d4a668cc09eff98514d07f963d5508ef24b'],"{'d1ee1d4a668cc09eff98514d07f963d5508ef24b': 0.85, '89fec19a89b80de668e4f00550081dba3f63f9f1': 0.7}"
4974,1,1,1.0,1.0,1.0,1.0,1.0,['5c21080bbed5ff706c6b022073021c78265641ff'],['5c21080bbed5ff706c6b022073021c78265641ff'],{'5c21080bbed5ff706c6b022073021c78265641ff': 1.0}
5081,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,"['276c1ae16ff6631766b9a6227524dd7d1f671342', 'c27b46c7db15ed8064fab4449e119692a331bc66', 'e72c884acf57750f5e701d769ebf3b8e880a0d74']","['276c1ae16ff6631766b9a6227524dd7d1f671342', 'df1525372e4e427fd2f693e4050b6a12f44a7870', 'e72c884acf57750f5e701d769ebf3b8e880a0d74']","{'e72c884acf57750f5e701d769ebf3b8e880a0d74': 0.96, 'c27b46c7db15ed8064fab4449e119692a331bc66': 0.85, '276c1ae16ff6631766b9a6227524dd7d1f671342': 0.75, 'df1525372e4e427fd2f693e4050b6a12f44a7870': 0.4}"
5556,7,3,1.0,0.42857142857142855,0.6,1.0,0.5857421563596757,"['ad4c89ccbc8d4815949598fd53da3591ac3dce2f', 'c95a3b03f6ef17a0ffe2f656fa161738daa866b3', 'da945647461880c6f6c9405011c672fe62d09c4a']","['3a06cb88347c41d7a4c25237ed8e9cb3bd2b6fb6', '613a5daa965fa79d97dfb1a107bfe6bfda043923', 'a86e5f2ccb125c6a7891df32fbf172a8f82fb7e2', 'ad4c89ccbc8d4815949598fd53da3591ac3dce2f', 'c95a3b03f6ef17a0ffe2f656fa161738daa866b3', 'd190afba71a6ab86607fbe370717f40fdd6d6079', 'da945647461880c6f6c9405011c672fe62d09c4a']","{'c95a3b03f6ef17a0ffe2f656fa161738daa866b3': 0.97, 'da945647461880c6f6c9405011c672fe62d09c4a': 0.55, 'ad4c89ccbc8d4815949598fd53da3591ac3dce2f': 0.5}"
5946,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['efb959c21d57d8a5190b25735eb861980e5e22a2'],"['55125ae541e52a69490ae5b9edbf84cbcc4e9c4c', 'efb959c21d57d8a5190b25735eb861980e5e22a2']",{'efb959c21d57d8a5190b25735eb861980e5e22a2': 1.0}
6180,1,1,1.0,1.0,1.0,1.0,1.0,['180277f9e13f384198d7e0c7c773689ee30bfdb0'],['180277f9e13f384198d7e0c7c773689ee30bfdb0'],{'180277f9e13f384198d7e0c7c773689ee30bfdb0': 0.95}
6299,3,1,1.0,0.3333333333333333,0.5,1.0,0.46927872602275644,['18066bf037da54ecb8204d81d7e73df060ff5110'],"['18066bf037da54ecb8204d81d7e73df060ff5110', '7d2c810e79c01c9c6f2431b444d77a79f148e26b', 'dccbd42ff3ea24745bbe6f2f4259a5e4e65b9f95']","{'bef713ba4315415423acb283d1b33ed46cac2ec3': 0.2, '18066bf037da54ecb8204d81d7e73df060ff5110': 1.0}"
6723,1,1,1.0,1.0,1.0,1.0,1.0,['3facb4120ef5b1d9041522cff1dcb4bb52dd12b1'],['3facb4120ef5b1d9041522cff1dcb4bb52dd12b1'],{'3facb4120ef5b1d9041522cff1dcb4bb52dd12b1': 0.9}
6879,1,0,0.0,0.0,0.0,0.0,0.0,[],['a414cf527ca54ac598c00d7f63be8e5b91782c90'],{}
6932,1,1,1.0,1.0,1.0,1.0,1.0,['042f912b11662adf6dd20dad63cd1772e79408ac'],['042f912b11662adf6dd20dad63cd1772e79408ac'],{'042f912b11662adf6dd20dad63cd1772e79408ac': 0.95}
7075,1,1,1.0,1.0,1.0,1.0,1.0,['5bdf8bb4b4915845b6cc03f6c251e09cf17778c5'],['5bdf8bb4b4915845b6cc03f6c251e09cf17778c5'],"{'13272818547932b0ec5688fa5eab8dbeb13d5a46': 0.3, '5bdf8bb4b4915845b6cc03f6c251e09cf17778c5': 0.98, '35f90b2cbcd2e28d6f3edce4204db34a521c2ca8': 0.4}"
7186,1,1,1.0,1.0,1.0,1.0,1.0,['7dc2cd0eeafc6638e0d95e3df87f3c734f44c117'],['7dc2cd0eeafc6638e0d95e3df87f3c734f44c117'],{'7dc2cd0eeafc6638e0d95e3df87f3c734f44c117': 0.9}
7255,2,0,0.0,0.0,0.0,0.0,0.0,[],"['5fd2d06a3169dbb38bd2260c497e3a924670fe97', '68d1600d5743c6f5130941dae31014574daa5d58']",{}
7278,3,0,0.0,0.0,0.0,0.0,0.0,[],"['291d988c6081054c477ca08012ea96a00705ae17', '85d952fc04de3509269e81f1f26c0177e5df1671', 'e9485b094f57a16840decfbd8caf37c9e84c0189']",{}
7332,1,1,1.0,1.0,1.0,1.0,1.0,['b9ee6ce89144bcf631a0813cba953be03dacb015'],['b9ee6ce89144bcf631a0813cba953be03dacb015'],{'b9ee6ce89144bcf631a0813cba953be03dacb015': 0.9}
7532,3,2,1.0,0.6666666666666666,0.8,1.0,0.7653606369886217,"['41c174344ee6e6cd9213ad636dd406d75c0a39eb', '5f1f34c3bc0bdfdcc6b1d70c2b6914442b1cc6e6']","['41c174344ee6e6cd9213ad636dd406d75c0a39eb', '5f1f34c3bc0bdfdcc6b1d70c2b6914442b1cc6e6', 'afa4665c5341198b3d2d1f11f8ead84ccebdb3b4']","{'41c174344ee6e6cd9213ad636dd406d75c0a39eb': 0.99, '5f1f34c3bc0bdfdcc6b1d70c2b6914442b1cc6e6': 0.65}"
7568,2,0,0.0,0.0,0.0,0.0,0.0,[],"['5d3ed93854b961057a94dfddf8797bac56e4f0c4', 'b68ffd9442edcad07545b5dde79820a9e85e29c3']",{}
7627,1,1,1.0,1.0,1.0,1.0,1.0,['ea6a1fc670c55e2e5e7de7d12a5776db26df52db'],['ea6a1fc670c55e2e5e7de7d12a5776db26df52db'],{'ea6a1fc670c55e2e5e7de7d12a5776db26df52db': 1.0}
7818,4,0,0.0,0.0,0.0,0.0,0.0,[],"['24c476a1e051a952087a1e7fa207cd4c72dddc98', '32e3930368a438eee600efac672e97550235d644', '9e8bfa4c7ec863772dc8471b00499a036c4aaebe', 'd58a9e6dc9593e6967db6d068cf3ed9efcd4162a']",{}
7882,4,2,1.0,0.5,0.6666666666666666,1.0,0.6366824387328317,"['4ef0c19522b55b93d92d045fd6c4edc5a469df9a', 'b57c7f969bdf9bc5e757d1e3ed47686761f5dc9a']","['27726d7d45acea05d07ba40ca2857c2f7c26982e', '4ef0c19522b55b93d92d045fd6c4edc5a469df9a', '5d25ea6cc4e8ef51b4c8089b10cdb67578e71ca1', 'b57c7f969bdf9bc5e757d1e3ed47686761f5dc9a']","{'b57c7f969bdf9bc5e757d1e3ed47686761f5dc9a': 0.98, '4ef0c19522b55b93d92d045fd6c4edc5a469df9a': 0.5, '5d25ea6cc4e8ef51b4c8089b10cdb67578e71ca1': 0.2}"
7947,3,1,1.0,0.3333333333333333,0.5,1.0,0.46927872602275644,['61b6c1c738aed68e890d30f5e4d8a96504fed25d'],"['5e67f6b80411e78eca3db3a1c4cb50c6d9148ffa', '61b6c1c738aed68e890d30f5e4d8a96504fed25d', '6b4e128fc3fafa2ce8e387d8e092116673fb1b1d']","{'61b6c1c738aed68e890d30f5e4d8a96504fed25d': 0.98, '5e67f6b80411e78eca3db3a1c4cb50c6d9148ffa': 0.4}"
8022,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['ca9d4edc02bcafb5200b5adaa617ad94aa9d8772'],"['ca9d4edc02bcafb5200b5adaa617ad94aa9d8772', 'd0f8c9ef693eb537f069f9175aef5b08c05672cf']","{'d0f8c9ef693eb537f069f9175aef5b08c05672cf': 0.2, 'ca9d4edc02bcafb5200b5adaa617ad94aa9d8772': 0.95}"
8110,1,1,1.0,1.0,1.0,1.0,1.0,['4efab4aa312cd35a6e3ab53379da3aed8d08c8fc'],['4efab4aa312cd35a6e3ab53379da3aed8d08c8fc'],"{'4efab4aa312cd35a6e3ab53379da3aed8d08c8fc': 0.98, '167589882e9969cd8c84d3b311ef39c5a188fc27': 0.3}"
8405,5,0,0.0,0.0,0.0,0.0,0.0,[],"['4d44ddba1dd80c25f496cb5eca41d12352e2b252', '7255d32b0fa73aa222fe22b719418c6d173f3fee', '9fb23a4e79de86d0d3ea158d2c89157970a997b2', 'b412e59159c89cec8ccaa64e80b12015cf17a160', 'b932a798cbfb3e985620d51c3353293ddb50b7fc']",{}
8420,1,0,0.0,0.0,0.0,0.0,0.0,[],['fc64462819cdfaf33e7113b4a7c668b407dcc931'],{}
8485,5,0,0.0,0.0,0.0,0.0,0.0,[],"['13272818547932b0ec5688fa5eab8dbeb13d5a46', '7be1c38685e35996e4016ffcb14138a0a8a7ca33', 'addf6e47e5e507c837ef862f74713e4ea97474a5', 'af1c3c1ac4f97f53e0fde1c3b19a5990e9e14dd4', 'b6ca8e75a8ac30c73b0a4d60faabcbfbb02e581e']",{}
8644,1,1,1.0,1.0,1.0,1.0,1.0,['31a0dbcc90564d28b88c44bf706a825b2784cc8b'],['31a0dbcc90564d28b88c44bf706a825b2784cc8b'],{'31a0dbcc90564d28b88c44bf706a825b2784cc8b': 0.99}
8659,6,0,0.0,0.0,0.0,0.0,0.0,[],"['14ac21e7fdfca417fd3289935f730b2fce74c3cf', '2872cb5e120cc6a9225615069c1bf13d30c29b85', '74314156de09c646ba3168be89e9acd0bfe2be3c', '879fb309558656a86f027b9567bf0e9a0dd90a9b', 'ad2199173bde79f90dbb552280d88bfe662210d0', 'bf89750031d5f15f1d2dc8e0a06e07e0a63f686e']",{}
8692,1,1,0.0,0.0,0.0,0.0,0.0,['d05c2e5f4d2fe6d3c24f5c6c030602dc47bfcd6e'],['4a55de37084e18dda4a0c88597aa12a362e518d6'],{'d05c2e5f4d2fe6d3c24f5c6c030602dc47bfcd6e': 0.9}
52788,1,0,0.0,0.0,0.0,0.0,0.0,[],['aa8efe098093de7819b38f2d5c8295aca6257f9a'],{}
61332,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['c2d047bb3223bb75ceec313caec4d462ad3ab347'],"['a5b346576474a2af45b14a392f7769330d1492b2', 'c2d047bb3223bb75ceec313caec4d462ad3ab347']",{'c2d047bb3223bb75ceec313caec4d462ad3ab347': 0.99}
100340,1,0,0.0,0.0,0.0,0.0,0.0,[],['d284d595d736cb118a2e4fca5522c50c0db892fd'],{'d284d595d736cb118a2e4fca5522c50c0db892fd': 0.1}
177140,1,1,1.0,1.0,1.0,1.0,1.0,['f5edb53af58b0dd043563de03e7f6227b95a460e'],['f5edb53af58b0dd043563de03e7f6227b95a460e'],{'f5edb53af58b0dd043563de03e7f6227b95a460e': 0.95}
