Issue ID,K_true,K_pred,Precision,Recall,F1,MRR,NDCG@K,Predicted,True
3361,2,0,0.0,0.0,0.0,0.0,0.0,[],"['8695eb4d701bd9cd8206b6f6d7092416f6914919', 'b14839086fbc4c13e24292732e984e2a8e5b4846']"
3367,2,2,0.5,0.5,0.5,0.5,0.38685280723454163,"['09559bfc69e37365e2bd5acf94c2009670a2d568', '52eda2f957d90052ce7296c89e5028ac862e0815']","['09559bfc69e37365e2bd5acf94c2009670a2d568', 'f309089e8f5c95af03a19c2796bd6b6a34a33b70']"
3476,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['92a69f136ac30601d84a986754eaffb0ad75e2e9'],"['53d87b945097871b407b71513281e120a5a33f89', '92a69f136ac30601d84a986754eaffb0ad75e2e9']"
3746,3,3,1.0,1.0,1.0,1.0,1.0,"['2a22ca8e380fb4bff0fb23b32840750eebdf2aa3', 'afe19c032861fa6f00b2401fe98d2d9975ad459a', 'b4310a9aa33f484b2469197a4a125f73dba8e26c']","['2a22ca8e380fb4bff0fb23b32840750eebdf2aa3', 'afe19c032861fa6f00b2401fe98d2d9975ad459a', 'b4310a9aa33f484b2469197a4a125f73dba8e26c']"
3804,1,1,1.0,1.0,1.0,1.0,1.0,['e0e42e2aaeedf4549734bdd2cc456db4ff6d9b96'],['e0e42e2aaeedf4549734bdd2cc456db4ff6d9b96']
4227,1,1,1.0,1.0,1.0,1.0,1.0,['b7cbeda20c505b3df8119714a5103931f39b7486'],['b7cbeda20c505b3df8119714a5103931f39b7486']
4309,1,1,1.0,1.0,1.0,1.0,1.0,['1ebdc74dcbe464dbda7d8b8ea1a7405500bee16d'],['1ebdc74dcbe464dbda7d8b8ea1a7405500bee16d']
4323,1,1,1.0,1.0,1.0,1.0,1.0,['24c7038e189d6f80d2783906ba6d194e14ddbffe'],['24c7038e189d6f80d2783906ba6d194e14ddbffe']
4328,3,2,0.0,0.0,0.0,0.0,0.0,"['10058e79a8bae6ba961c8e6b342fa02e135fd83b', 'a04de2ac462c9caf980ad0d74857f7555bb3d17f']","['33a61a6d149e684f4e92cf3bc51bb7e74a3990ee', '457ebbbe91020f4c9c7aedc8fd6999d98a545525', 'ce6a74b79288135fc07d868459b48cbe3fd5a428']"
4341,1,1,1.0,1.0,1.0,1.0,1.0,['b905448f3fdfe274cea68df41aec1f6aa1e2a6be'],['b905448f3fdfe274cea68df41aec1f6aa1e2a6be']
4445,1,1,1.0,1.0,1.0,1.0,1.0,['fc09033475f7d613dd9c07f042a3344ec0b62745'],['fc09033475f7d613dd9c07f042a3344ec0b62745']
4747,1,1,1.0,1.0,1.0,1.0,1.0,['f3305d398c8bed023e7ba5309a73c3cd486f08cc'],['f3305d398c8bed023e7ba5309a73c3cd486f08cc']
4788,1,1,1.0,1.0,1.0,1.0,1.0,['bbd6a12eda251de30ad45f016597150becce0678'],['bbd6a12eda251de30ad45f016597150becce0678']
4991,3,0,0.0,0.0,0.0,0.0,0.0,[],"['c251f76505a0199bbdbcf48ed26021958d2e7e86', 'dcade6baa499ab8d69f67c48a692f1e5a8b1b1be', 'e5a8db54397431f20e9105e57c7de71c9b2e4e01']"
5077,6,1,1.0,0.16666666666666666,0.2857142857142857,1.0,0.30260241349881345,['cbef6585c9acebbea75ba69226a2fb046bdfc011'],"['64fba89631a5193c34850b362f3d0e322dcbac8f', '6c63e1cbcb20dc09b8255536e3bd037c13aef8ef', '8fd5ff9a702296719bf6febd3e7fb70d41288808', 'b8c3e49b82d0d8f4c5cf8bd77c3b5240a833f69b', 'cbef6585c9acebbea75ba69226a2fb046bdfc011', 'cf594c167bc8814e47ad250b840760cb58f5e41b']"
5466,1,1,1.0,1.0,1.0,1.0,1.0,['adce84698b92e5468f54a5bc1589dd1d54679bf7'],['adce84698b92e5468f54a5bc1589dd1d54679bf7']
5483,1,1,1.0,1.0,1.0,1.0,1.0,['7b3d7e90bde228767595c4f8bc73ddb0117a182d'],['7b3d7e90bde228767595c4f8bc73ddb0117a182d']
5500,2,2,1.0,1.0,1.0,1.0,1.0,"['588fbe4cc874d5cbffad079e4c948cf53fcf8cc3', '9a3d2b8cbb4f2edd3c2d9c5a34436dc676627cd1']","['588fbe4cc874d5cbffad079e4c948cf53fcf8cc3', '9a3d2b8cbb4f2edd3c2d9c5a34436dc676627cd1']"
5560,3,2,0.5,0.3333333333333333,0.4,0.5,0.2960819109658652,"['15779f70faf2c1d7a6c6a47dc0bfecaeccd74186', 'd47c73941278a35952c44839eab8d39644c87122']","['3c99b0011adbfeda521290ef05b4904660853816', 'd47c73941278a35952c44839eab8d39644c87122', 'ff957f410b3e77c7e489fa07cbb41cd8f89b439b']"
5690,1,1,1.0,1.0,1.0,1.0,1.0,['76af0261002552a8c702dca550fb8873b51ce61b'],['76af0261002552a8c702dca550fb8873b51ce61b']
5836,1,0,0.0,0.0,0.0,0.0,0.0,[],['18115188a19765f074375739994f23fdee2300c3']
5876,4,1,0.0,0.0,0.0,0.0,0.0,['4bc04a69e687a0c2eff83a1a1f49fbed73192eff'],"['471022b6c9a9fa2e50e15480fca77ad061233e10', '53f8bc71db11d41d3eb690c3398c227d73a99676', 'c099b037d888e1060bcc459c9694b207ec441db0', 'e6ba6405ce1c118e514672b0e8109daf613b6407']"
5957,1,0,0.0,0.0,0.0,0.0,0.0,[],['5cc8a5b763579cc3db1dbe9a2941093a6e24503a']
5978,2,2,0.5,0.5,0.5,0.5,0.38685280723454163,"['01a85ff3b46fd610dab97e776727a025a919595a', '9d8d71c289c2863eea10fe81b478928083625144']","['4c9983a168d957c8d2eb52029f67135f217b8967', '9d8d71c289c2863eea10fe81b478928083625144']"
6090,1,1,1.0,1.0,1.0,1.0,1.0,['6adf276863e6da0c82c7ef75f372b5b76e1b82ff'],['6adf276863e6da0c82c7ef75f372b5b76e1b82ff']
6340,3,1,1.0,0.3333333333333333,0.5,1.0,0.46927872602275644,['f78d71037453a1e7d482ba56a0f34144d6b892d6'],"['4bc04a69e687a0c2eff83a1a1f49fbed73192eff', '55abc3508da9c52e638c8fd75bccda9c5b733ed7', 'f78d71037453a1e7d482ba56a0f34144d6b892d6']"
6550,2,0,0.0,0.0,0.0,0.0,0.0,[],"['3e7026d3c078fe7d7c29c3222f55a16a5f1cf434', '8b6086d4be1d7a15907549ed48f43314e4dea4fb']"
6561,1,1,1.0,1.0,1.0,1.0,1.0,['e1f99554d875cc8bb6c28ac93003b5f6c1eda3dd'],['e1f99554d875cc8bb6c28ac93003b5f6c1eda3dd']
6708,1,1,1.0,1.0,1.0,1.0,1.0,['fd58cde7ace6e359628fd5c2065f11579624e83c'],['fd58cde7ace6e359628fd5c2065f11579624e83c']
6728,1,1,1.0,1.0,1.0,1.0,1.0,['a06ee9ce4c7f749268cab11d525e3c5a6539f08e'],['a06ee9ce4c7f749268cab11d525e3c5a6539f08e']
6967,1,1,1.0,1.0,1.0,1.0,1.0,['2bf0944e55945d868f993e3dab856bc07b07411b'],['2bf0944e55945d868f993e3dab856bc07b07411b']
7040,1,1,1.0,1.0,1.0,1.0,1.0,['9415f0967def07f0a39f3cba0a4c71f742b9ac84'],['9415f0967def07f0a39f3cba0a4c71f742b9ac84']
7125,5,1,1.0,0.2,0.33333333333333337,1.0,0.3391602052736161,['d731a0c0c6362bcc8499727b3239f878a960d67b'],"['242e5b7b7182ee4901550cbe9ab9cd5963ebfdf6', '24e3af03ac207abec3778aecba799a309c11c643', '25b22019ed184dc45d248cf991ef9d42e68dcbed', 'c295f510902728756597d178801bf4b23cc0f31b', 'd731a0c0c6362bcc8499727b3239f878a960d67b']"
7143,1,1,1.0,1.0,1.0,1.0,1.0,['32c06eabd5820cd3be73245026deb62947c9b884'],['32c06eabd5820cd3be73245026deb62947c9b884']
7822,1,2,0.5,1.0,0.6666666666666666,0.5,0.0,"['366789000765751f1d3824dc44944f9399b089db', '5717287b5bea404a29bfb042cc585fb9b6f0bbcf']",['366789000765751f1d3824dc44944f9399b089db']
8020,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['9bbc8dbeb87d2ad948699dd4d477814b86a98062'],"['21e2f084b965442774bd2b158142739c7bd3a4ea', '9bbc8dbeb87d2ad948699dd4d477814b86a98062']"
8070,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['c69a54887db6e1c1f78edb723a6256890d46a9ee'],"['64e52787cb4654e36eead1c3ec8e3934a6afcfa9', 'c69a54887db6e1c1f78edb723a6256890d46a9ee']"
8108,6,2,1.0,0.3333333333333333,0.5,1.0,0.4935232796777481,"['11411564ee747771882161ac35d9e9c01aa07013', 'f64c5845531cc3be41617152ae5fe267a7b56f33']","['11411564ee747771882161ac35d9e9c01aa07013', '55146a4ad29fb38a40c50c3a64de924496521d40', '55240cd9b98151e1f34902353204fd54f966fe39', '9f00020e9238431a9758f307413062b6012eabea', 'cad4b8efc79e6114cdb70b34278d7461d19699f5', 'f64c5845531cc3be41617152ae5fe267a7b56f33']"
8176,1,1,1.0,1.0,1.0,1.0,1.0,['943a19e232a1d9dbbf472e3c26f6d35e879c24da'],['943a19e232a1d9dbbf472e3c26f6d35e879c24da']
8178,2,0,0.0,0.0,0.0,0.0,0.0,[],"['0d25dc48c43b27c0d063ee3301906fb3d9a70650', '6a7dbbaa85dddd1c0241ac8feae69d835ca6e23f']"
8545,1,0,0.0,0.0,0.0,0.0,0.0,[],['8d7ce0231599cf7a76d78cab1088ef456b9aaad0']
8581,1,1,1.0,1.0,1.0,1.0,1.0,['b83bd60776aa9ffccb4121ab335101f0c5a36f52'],['b83bd60776aa9ffccb4121ab335101f0c5a36f52']
8708,1,2,0.5,1.0,0.6666666666666666,0.5,0.0,"['7d58655167f489be29743c3c2203cd984588d94a', 'a361db3110e38db66e98ba134db8445236242421']",['a361db3110e38db66e98ba134db8445236242421']
8722,2,0,0.0,0.0,0.0,0.0,0.0,[],"['4f3fe323275f9c0198f069b20e5dd954a568e128', 'b13d0179261a68510191659527a70cee213f4cbd']"
8741,1,1,1.0,1.0,1.0,1.0,1.0,['105fc06a237ebf9e83c90a06cfdafd17e15b51ef'],['105fc06a237ebf9e83c90a06cfdafd17e15b51ef']
8909,3,0,0.0,0.0,0.0,0.0,0.0,[],"['0764d54e6f452394500301d8b76d1e5d48ac8b47', '552dbd0a479a9dc53dfb0f5626286ab144104103', 'cc278288ea9d7dc8a5ae7c9b567c20a3aa4b4274']"
8988,1,0,0.0,0.0,0.0,0.0,0.0,[],['42b3e1cd134c8479d3321c827a47a6a8ab5459d6']
9148,1,0,0.0,0.0,0.0,0.0,0.0,[],['1c6f3db84aa2edfc94f096c583d35b9aeffb41fa']
9268,1,1,1.0,1.0,1.0,1.0,1.0,['4933980e39ffc9f20bc956704f5e4d3bcecece37'],['4933980e39ffc9f20bc956704f5e4d3bcecece37']
9666,1,2,0.5,1.0,0.6666666666666666,0.5,0.0,"['09d5b7be2cad50dcc24c508b193ca1162298ef7f', 'b95d9703d71bffe6eeceea182901bbc096f01e99']",['09d5b7be2cad50dcc24c508b193ca1162298ef7f']
9801,5,1,1.0,0.2,0.33333333333333337,1.0,0.3391602052736161,['0e71fe4707c93e8b4f19c0eaaa166b2ef18e0fc7'],"['0e71fe4707c93e8b4f19c0eaaa166b2ef18e0fc7', '3622f3d79b9fc0845f54c19f1c905dd4b70c8ee4', '4fc11991e659800a6759df9330bfa3daeb6ba782', '5b868b18eda917e27b38ce3c3d0400f2e6ed6960', '82ec93276a91563a77b8d2e78d72781ed049c3c9']"
9806,4,2,0.5,0.25,0.3333333333333333,1.0,0.3903800499921017,"['afa9a38474209a555ff76a5a5bbb819d8c4ff324', 'dec3aae97c21bf45c030f2426ddad6431115025f']","['25523ee99bb0f8af8fdcba74c4832b67a2e152f8', '639b2e7a7260522af9c68468ca4cd55559b7e33a', '75362fd6bda44f07ae84007cb5d1e440770708ec', 'dec3aae97c21bf45c030f2426ddad6431115025f']"
9964,1,0,0.0,0.0,0.0,0.0,0.0,[],['1968d97e78b7fde61e87efdc9f817e6ca4d02925']
9977,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['0bc6db9ac6fd18604030ad50321b1ddc5c28ac5e'],"['0bc6db9ac6fd18604030ad50321b1ddc5c28ac5e', '200ec4084cf7351ff3f88356865beb8f7466f4b0']"
10078,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['106669b4ae73b64b9922eb655c6117d5c6ead170'],"['106669b4ae73b64b9922eb655c6117d5c6ead170', '37e9039b4f07a518e498617d1a9fb0a98df61d67']"
10198,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['7e5796002258ae1fd7873b236b6bf9db3f2e2590'],"['7e5796002258ae1fd7873b236b6bf9db3f2e2590', 'b95abba6778d846eb3672f8ba536a045c3079343']"
10202,1,1,1.0,1.0,1.0,1.0,1.0,['77b5e1cfaa9a4dee735f7899d61d1761d90c659a'],['77b5e1cfaa9a4dee735f7899d61d1761d90c659a']
10363,1,0,0.0,0.0,0.0,0.0,0.0,[],['9bd179ae2b69e8e586378c255135d7a11b948a93']
10426,1,1,1.0,1.0,1.0,1.0,1.0,['e382af2bd7eeecee28c515f65ad1187fc1f033ec'],['e382af2bd7eeecee28c515f65ad1187fc1f033ec']
10494,1,1,1.0,1.0,1.0,1.0,1.0,['dcc839032ea0385e3f97ab1dce6c94086b3d5aa8'],['dcc839032ea0385e3f97ab1dce6c94086b3d5aa8']
10607,1,1,1.0,1.0,1.0,1.0,1.0,['ea1344c6a449eb0815043182135fae2c6943f0d4'],['ea1344c6a449eb0815043182135fae2c6943f0d4']
11031,4,1,1.0,0.25,0.4,1.0,0.3903800499921017,['d492a5afa73758aad33858e94aaf7967efc5e77b'],"['86e9f0064d439c062eb33b71ad4ecfe63bcbd2d8', 'b39bc1ea5449c9e8ed81bdfd4636f5b729fb70d5', 'd13cd83b8ec2aef2088c97a100195396cb62eb79', 'd492a5afa73758aad33858e94aaf7967efc5e77b']"
11047,4,2,1.0,0.5,0.6666666666666666,1.0,0.6366824387328317,"['770bdca2fbc4f10b2dd5e2809874820e0284697c', '789a436c1bd9cabbbf6b468c44dbd5e6aaf8eef8']","['26a6787d6b26346330e8ad7c143d2e7f46f3f346', '770bdca2fbc4f10b2dd5e2809874820e0284697c', '789a436c1bd9cabbbf6b468c44dbd5e6aaf8eef8', 'c44f59ebfd28d11a050bae5152dfec9915d3461d']"
11095,1,1,1.0,1.0,1.0,1.0,1.0,['e5ed244374ab6240db5f3eac700cc5f0fba1d33d'],['e5ed244374ab6240db5f3eac700cc5f0fba1d33d']
11161,6,0,0.0,0.0,0.0,0.0,0.0,[],"['3483a28eb2fba8c701f19e2671cb71c073858150', '3f10a54e1770bf8da665b1fa063017359289aa00', '57601506e1a52197d7e9b88e4b04073714289e2e', '59ad7766dfbe868a0b41be0f68fff48b6b6e66b5', 'c6a67ff1bd56f3dde17ebeb1341999da7c1b400a', 'ff984c8832d98fb9bfbe638e9be4e834ab926977']"
11193,2,2,1.0,1.0,1.0,1.0,1.0,"['7aae95c5d34d6de8da68a994f4269490d108a0d6', '83044e7918731f57c7d71cd72fc0367543aebe8b']","['7aae95c5d34d6de8da68a994f4269490d108a0d6', '83044e7918731f57c7d71cd72fc0367543aebe8b']"
11201,1,1,1.0,1.0,1.0,1.0,1.0,['120d80d6e13125e424d92081f35b108d811d000a'],['120d80d6e13125e424d92081f35b108d811d000a']
11560,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['065fb3f0bd56ffd3985d78de2b3a81b3351a214b'],"['065fb3f0bd56ffd3985d78de2b3a81b3351a214b', 'eebcc05b89dcae6102c6ba14c9cc5c19380f8374']"
12119,1,0,0.0,0.0,0.0,0.0,0.0,[],['89f604f5f7503e6b32e3569db4edf7d8e568460e']
12415,3,0,0.0,0.0,0.0,0.0,0.0,[],"['15cf8b924bdf9880a4e9622f5eb5f48514a5aed5', '79bbefab35801a9df78377d84885ad3cc381af87', 'aad6eab8df46cb87e521f622aad5de7186b963c4']"
13133,1,1,1.0,1.0,1.0,1.0,1.0,['dc1da465b2d4c8418153ca1d573a149383a1345b'],['dc1da465b2d4c8418153ca1d573a149383a1345b']
13305,3,1,1.0,0.3333333333333333,0.5,1.0,0.46927872602275644,['e0eee3681a74e0e3d122b1ccfc55430fb6982dbc'],"['76fa70966411d52c0a167ba43a91a4add954a149', '8e852fcbeb71814850058add4912cc3bf67af3e3', 'e0eee3681a74e0e3d122b1ccfc55430fb6982dbc']"
13398,2,2,1.0,1.0,1.0,1.0,1.0,"['0b7c6e2386f7d87174d57e49d3582494e2715c05', 'b30247d9cacedeebe26d4bf259319d8939530728']","['0b7c6e2386f7d87174d57e49d3582494e2715c05', 'b30247d9cacedeebe26d4bf259319d8939530728']"
13758,1,1,1.0,1.0,1.0,1.0,1.0,['58ac606f5a3e83141024101a5f18ac9cb536d349'],['58ac606f5a3e83141024101a5f18ac9cb536d349']
13802,1,2,0.0,0.0,0.0,0.0,0.0,"['a3a7e948a40272fe212c500be61bc19f4c7e40f9', 'c804dbb5bcaaebd33b4371981f986a43b09fef1e']",['ff4b23a23b45decf7c4344740be1fcac7190b400']
14207,1,1,1.0,1.0,1.0,1.0,1.0,['afa25439bb9800fd40274aaae60599c4dea292ad'],['afa25439bb9800fd40274aaae60599c4dea292ad']
14539,5,5,1.0,1.0,1.0,1.0,1.0,"['09df67d940b6a905a71e35079b11c4191b3c63ba', '2562a5afbd029212f7d28594ce9c560e5624e5b1', '277be0f97f9aae1cfaac90b476c46aa43e92387c', '679e184a491d8bc3633c7be8977c357ca21658d0', 'b948fd16a372830d5ca9025d1592d284be683d42']","['09df67d940b6a905a71e35079b11c4191b3c63ba', '2562a5afbd029212f7d28594ce9c560e5624e5b1', '277be0f97f9aae1cfaac90b476c46aa43e92387c', '679e184a491d8bc3633c7be8977c357ca21658d0', 'b948fd16a372830d5ca9025d1592d284be683d42']"
14559,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['9b3ea088b9854fc15fbdff8ecbd248dd744d79a4'],"['466f58613b837524a70ba2d6b7413ed2a7c38b75', '9b3ea088b9854fc15fbdff8ecbd248dd744d79a4']"
14629,1,4,0.25,1.0,0.4,0.5,0.0,"['38e372bdfec41b61c44a3965f1b261c45e0bfd51', '7c6c5eb9b93941fba8f81d13faa47d51d0d1ef52', 'b9a14d565ba4ceed04b5087abad3d13d24f936fc', 'eb6158da88e839c80e08bfc6d93968b888b32fda']",['7c6c5eb9b93941fba8f81d13faa47d51d0d1ef52']
14720,1,2,0.5,1.0,0.6666666666666666,0.5,0.0,"['a3a7e948a40272fe212c500be61bc19f4c7e40f9', 'c804dbb5bcaaebd33b4371981f986a43b09fef1e']",['c804dbb5bcaaebd33b4371981f986a43b09fef1e']
14915,1,4,0.0,0.0,0.0,0.0,0.0,"['50a991da7eebb3c35a52c679928a10dbad563c5d', '7f068168d7440a2f782da5a4652d856b2fc0d9c6', 'bacc4c60a6c2c2f2bb1ece5d59bc4738305a44f4', 'd90805823db4a2751aafd4040c946434e7d26d64']",['2676590daefb9229d38b4b9110935f04781f19be']
15016,1,1,1.0,1.0,1.0,1.0,1.0,['6ac903abc4221bbc1b53820b8f0b04a5842e65f2'],['6ac903abc4221bbc1b53820b8f0b04a5842e65f2']
15240,7,1,1.0,0.14285714285714285,0.25,1.0,0.27487633291429087,['6fb4fb394df75401a3873ed073c9f8f25344bf1d'],"['3ee95518ca273e586e375a1f109b5949aea7be1b', '50a991da7eebb3c35a52c679928a10dbad563c5d', '6fb4fb394df75401a3873ed073c9f8f25344bf1d', '7f068168d7440a2f782da5a4652d856b2fc0d9c6', 'a179663c3ba31fd472863bab2f245c5b21d203e4', 'bacc4c60a6c2c2f2bb1ece5d59bc4738305a44f4', 'd90805823db4a2751aafd4040c946434e7d26d64']"
15663,2,2,1.0,1.0,1.0,1.0,1.0,"['229a09bf2b7ed29b189b05478570f071c1723398', 'e770c62738a9ac51829fb3644f6e2860d8efd34e']","['229a09bf2b7ed29b189b05478570f071c1723398', 'e770c62738a9ac51829fb3644f6e2860d8efd34e']"
