Issue,K,Predicted,Inter,AllCorrect,HalfCorrect,Precision,Recall,F1
10534,1,1,1,1,1,1.0,1.0,1.0
10591,1,1,1,1,1,1.0,1.0,1.0
10747,6,6,6,1,1,1.0,1.0,1.0
10975,1,1,1,1,1,1.0,1.0,1.0
11134,1,1,1,1,1,1.0,1.0,1.0
11147,2,2,2,1,1,1.0,1.0,1.0
11178,5,5,5,1,1,1.0,1.0,1.0
11648,6,6,2,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
12273,2,2,1,0,1,0.5,0.5,0.5
12772,1,1,0,0,0,0.0,0.0,0.0
12874,2,2,2,1,1,1.0,1.0,1.0
13155,3,3,3,1,1,1.0,1.0,1.0
13178,1,1,0,0,0,0.0,0.0,0.0
13180,6,6,1,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666
13393,2,2,2,1,1,1.0,1.0,1.0
13444,2,2,2,1,1,1.0,1.0,1.0
13538,1,1,1,1,1,1.0,1.0,1.0
13813,1,1,1,1,1,1.0,1.0,1.0
13873,4,4,0,0,0,0.0,0.0,0.0
14157,4,4,4,1,1,1.0,1.0,1.0
14309,1,1,1,1,1,1.0,1.0,1.0
14337,1,1,1,1,1,1.0,1.0,1.0
15080,7,7,6,0,1,0.8571428571428571,0.8571428571428571,0.8571428571428571
15456,6,6,6,1,1,1.0,1.0,1.0
15542,1,1,1,1,1,1.0,1.0,1.0
15724,1,1,1,1,1,1.0,1.0,1.0
15728,1,1,1,1,1,1.0,1.0,1.0
15731,1,1,1,1,1,1.0,1.0,1.0
