Issue ID,K_true,K_pred,Precision,Recall,F1,MRR,NDCG@K,Predicted,True,Scores
4219,1,1,1.0,1.0,1.0,1.0,1.0,['c22c23e67f866ebe61e67bb6a5f3da956460c17f'],['c22c23e67f866ebe61e67bb6a5f3da956460c17f'],{'c22c23e67f866ebe61e67bb6a5f3da956460c17f': 1.0}
4551,1,1,1.0,1.0,1.0,1.0,1.0,['44bf0e18de8a8aea09ab2072ee21e905a898ee8a'],['44bf0e18de8a8aea09ab2072ee21e905a898ee8a'],"{'44bf0e18de8a8aea09ab2072ee21e905a898ee8a': 0.96, '0c38dcff39524422823417a0407e5521c41bebec': 0.1}"
4685,1,1,1.0,1.0,1.0,1.0,1.0,['825c2bcd6d0905b77e9580e58f45a1762f44fee9'],['825c2bcd6d0905b77e9580e58f45a1762f44fee9'],{'825c2bcd6d0905b77e9580e58f45a1762f44fee9': 1.0}
4861,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['2b0657c5aa03744a2af7db0995a0ef2acb12b74e'],"['2b0657c5aa03744a2af7db0995a0ef2acb12b74e', '7651e3ad859c32e6fc47b8ab806fe03ded2cf706']","{'2b0657c5aa03744a2af7db0995a0ef2acb12b74e': 0.97, 'd98161fc5e014bee2ee000eb2e261c2d6726e292': 0.35}"
5001,2,0,0.0,0.0,0.0,0.0,0.0,[],"['36dfa3fc9921994205c4279d2db3dd5137024c37', '7ca8b9aaf7738b779b436fba31e11297cb8f6d4a']",{}
5076,1,0,0.0,0.0,0.0,0.0,0.0,[],['f394ef184549c25459218acf3b7fca6b7011fd46'],{}
5100,2,2,1.0,1.0,1.0,1.0,1.0,"['6bda3776fa7a62cb747aa89416fcc6bb547bde3b', 'cdaf4dd715e19438734bea9ff435be159a4f05ba']","['6bda3776fa7a62cb747aa89416fcc6bb547bde3b', 'cdaf4dd715e19438734bea9ff435be159a4f05ba']","{'cdaf4dd715e19438734bea9ff435be159a4f05ba': 1.0, '6bda3776fa7a62cb747aa89416fcc6bb547bde3b': 1.0}"
5200,2,2,1.0,1.0,1.0,1.0,1.0,"['26813419f6a74ea6e10e2e5b9c9b3026894640c6', 'a3c616bc005fb07173ac51ef63f72c4221c40c93']","['26813419f6a74ea6e10e2e5b9c9b3026894640c6', 'a3c616bc005fb07173ac51ef63f72c4221c40c93']","{'26813419f6a74ea6e10e2e5b9c9b3026894640c6': 0.96, 'a3c616bc005fb07173ac51ef63f72c4221c40c93': 0.55}"
5355,6,2,0.5,0.16666666666666666,0.25,1.0,0.30260241349881345,"['35ddea6d6aadaaba83f9cf3c9f91d93bee9cb0b5', '833aec04c5183ff923021147fd33c16a6d5b8881']","['2f36289a3482fffac49b5425810adf0334d639f2', '3e7bc863379407df1d640d84cbe028f01bcec832', '782c602fb360ca38d1f1122991e06b912e362539', '833aec04c5183ff923021147fd33c16a6d5b8881', 'b49584cb029ff5beed77228d6193e5fc6e379864', 'b958dc5f31d999cf05dcc097bb269321d0dc920b']","{'35ddea6d6aadaaba83f9cf3c9f91d93bee9cb0b5': 0.95, '833aec04c5183ff923021147fd33c16a6d5b8881': 0.97}"
5619,1,1,1.0,1.0,1.0,1.0,1.0,['b29ba342eefd7ac83d4ab50e28a3b2935e81f937'],['b29ba342eefd7ac83d4ab50e28a3b2935e81f937'],"{'b29ba342eefd7ac83d4ab50e28a3b2935e81f937': 0.98, '4d977c03e85a180edaf5ca021d2b9a55108ae036': 0.35}"
5855,1,0,0.0,0.0,0.0,0.0,0.0,[],['d56100ec45c0f6299c4090571c4521102752adde'],{}
5948,5,0,0.0,0.0,0.0,0.0,0.0,[],"['04ad83fcf1e02b08f25627d3003083076237e700', '559c640853599018e805e0c637c676266cb3f9cb', '935c41065175a670e79a2c0255185871551cdf97', 'b4b54142b9695555e0a1953636781f43ecadb14a', 'd98161fc5e014bee2ee000eb2e261c2d6726e292']",{}
6007,3,3,1.0,1.0,1.0,1.0,1.0,"['0e314c8bacaf921fb7615f38abe219014af8af46', '493ea4b48be65d0c17cd1acd9a6c0427d975c7df', '89599c54d6f22806506d96f8a167b274314e5395']","['0e314c8bacaf921fb7615f38abe219014af8af46', '493ea4b48be65d0c17cd1acd9a6c0427d975c7df', '89599c54d6f22806506d96f8a167b274314e5395']","{'89599c54d6f22806506d96f8a167b274314e5395': 0.96, '5000ca6512f20e0eec9ad3492f7e8226ad8e318a': 0.45, '493ea4b48be65d0c17cd1acd9a6c0427d975c7df': 0.96, '0e314c8bacaf921fb7615f38abe219014af8af46': 0.96}"
6027,1,1,1.0,1.0,1.0,1.0,1.0,['b680f4f2a788bd9c4a07a712cc259177921a5d4f'],['b680f4f2a788bd9c4a07a712cc259177921a5d4f'],"{'b680f4f2a788bd9c4a07a712cc259177921a5d4f': 0.95, 'f78d71037453a1e7d482ba56a0f34144d6b892d6': 0.4, '1e6cf55ac834d1a3a5ceac6220fe73ef20659d4a': 0.2}"
6058,3,4,0.75,1.0,0.8571428571428571,1.0,1.0,"['04ebcff6436c428c2212012e0312e0405ae6157b', '8ce405b8c79d1ae179c122c0ab3ba42fea5a47d9', 'e6ebdd08a944e37894c558b3f5505f61ed44a2c7', 'fc3c7cb2c634b7c1b10f8e7174980dad798e8365']","['04ebcff6436c428c2212012e0312e0405ae6157b', 'e6ebdd08a944e37894c558b3f5505f61ed44a2c7', 'fc3c7cb2c634b7c1b10f8e7174980dad798e8365']","{'e6ebdd08a944e37894c558b3f5505f61ed44a2c7': 0.99, 'fc3c7cb2c634b7c1b10f8e7174980dad798e8365': 0.98, '8ce405b8c79d1ae179c122c0ab3ba42fea5a47d9': 0.6, '04ebcff6436c428c2212012e0312e0405ae6157b': 0.97}"
6226,1,1,1.0,1.0,1.0,1.0,1.0,['01a85ff3b46fd610dab97e776727a025a919595a'],['01a85ff3b46fd610dab97e776727a025a919595a'],"{'01a85ff3b46fd610dab97e776727a025a919595a': 0.97, '39aa1535d3985042836d7c0f1c6856e1ac212834': 0.25}"
6293,2,0,0.0,0.0,0.0,0.0,0.0,[],"['0ed64b2e93d8d9e8322f0c8cbfaa1b84a5793a9c', '10e003fa518e72e1c560c1673fd9910ee2c9663c']",{}
6428,1,1,1.0,1.0,1.0,1.0,1.0,['ca538bc1ce7f13e97027ba5b7de0017788a949c0'],['ca538bc1ce7f13e97027ba5b7de0017788a949c0'],"{'ca538bc1ce7f13e97027ba5b7de0017788a949c0': 0.96, '10d674c533f88af43033178a0ad10314cbeee8db': 0.2, '3dd189ef6c002d45478b9d3ec23f8ca131abe367': 0.35}"
6449,1,0,0.0,0.0,0.0,0.0,0.0,[],['83a2e7cd9d034e41e18a156a5449a9f16eb6c3b3'],{}
6481,2,0,0.0,0.0,0.0,0.0,0.0,[],"['3bbdb4d11a6b464b51e706873f3f6c2a62d0fa3b', '651e44959fcc5266fa14d938beba1912b42befe2']",{}
6529,1,0,0.0,0.0,0.0,0.0,0.0,[],['81ca856cd074429b0e4895e3b20bc2fc1830e8a5'],{}
6544,2,3,0.3333333333333333,0.5,0.4,1.0,0.6131471927654584,"['04a36836d911cc6be75d5bc9541d994acd4224e0', '0f6fba069420a2bd0f564382d0f3a6e6c985572a', 'ed345894a900a239447dbb9e0fd128361c80345b']","['02f86841d857476d557994f2a0ee8122dfde71ae', '04a36836d911cc6be75d5bc9541d994acd4224e0']","{'ed345894a900a239447dbb9e0fd128361c80345b': 0.7, '0f6fba069420a2bd0f564382d0f3a6e6c985572a': 0.6, '04a36836d911cc6be75d5bc9541d994acd4224e0': 0.95}"
6676,1,0,0.0,0.0,0.0,0.0,0.0,[],['84bc8802884b856a2d10272f7b4a13f8cee38ef6'],{}
7161,1,1,1.0,1.0,1.0,1.0,1.0,['345b91a766af307a71c6669ff39f1eb27e83d179'],['345b91a766af307a71c6669ff39f1eb27e83d179'],{'345b91a766af307a71c6669ff39f1eb27e83d179': 0.99}
7425,1,1,1.0,1.0,1.0,1.0,1.0,['b82bc473327bdfaa92ef550ef2f1ba56ecb9251d'],['b82bc473327bdfaa92ef550ef2f1ba56ecb9251d'],{'b82bc473327bdfaa92ef550ef2f1ba56ecb9251d': 1.0}
7514,1,1,1.0,1.0,1.0,1.0,1.0,['87ec268ccbf7b64c1b64798d025044163419b988'],['87ec268ccbf7b64c1b64798d025044163419b988'],{'87ec268ccbf7b64c1b64798d025044163419b988': 0.98}
7631,1,1,1.0,1.0,1.0,1.0,1.0,['3611c11d5e535eaa45108ef7a22e561dcd147889'],['3611c11d5e535eaa45108ef7a22e561dcd147889'],{'3611c11d5e535eaa45108ef7a22e561dcd147889': 1.0}
8241,2,2,1.0,1.0,1.0,1.0,1.0,"['43278e4e4c7d0c6956c688c8ce33810fea8c3756', 'c3da5c5790cd2696c3560be69c8aa81dc510f43f']","['43278e4e4c7d0c6956c688c8ce33810fea8c3756', 'c3da5c5790cd2696c3560be69c8aa81dc510f43f']","{'43278e4e4c7d0c6956c688c8ce33810fea8c3756': 0.9, 'c3da5c5790cd2696c3560be69c8aa81dc510f43f': 0.85}"
8387,4,0,0.0,0.0,0.0,0.0,0.0,[],"['08f50a4465c39ce7f4715ef21abc3c58403773eb', '0fc7c0b0dcbc1ae073a78ee78f68cb81c418d29f', 'd8320b2f6054bbd3ca38473fe1d7603db9f54c14', 'ede8be369ce3e4675f3cb86cad23edbcdbf1be6c']",{}
8695,2,2,1.0,1.0,1.0,1.0,1.0,"['4af675bc2282e66c9a74615a78f070f99ebd580b', '8c2527a1f6da3806bf22b74caf12d3a2810bb89a']","['4af675bc2282e66c9a74615a78f070f99ebd580b', '8c2527a1f6da3806bf22b74caf12d3a2810bb89a']","{'8c2527a1f6da3806bf22b74caf12d3a2810bb89a': 0.9, '4af675bc2282e66c9a74615a78f070f99ebd580b': 0.85}"
8733,1,0,0.0,0.0,0.0,0.0,0.0,[],['bfb9397d5a69ac2af2f31fe347d5d0532e80b634'],{}
8811,1,1,1.0,1.0,1.0,1.0,1.0,['cc3517f5a9ed67a9b93ee031b2aceba751f43a5e'],['cc3517f5a9ed67a9b93ee031b2aceba751f43a5e'],{'cc3517f5a9ed67a9b93ee031b2aceba751f43a5e': 0.97}
8961,5,0,0.0,0.0,0.0,0.0,0.0,[],"['14fded2ab8107813a087a279e574d1e160fa8363', '5665c8ed851c2b1feca8e372279c3bebee3d1bbd', 'd49183563bdfe45b706197797a3c4d27d5d552df', 'e0bf1d39a452c80e74e338f2b939829139eb8347', 'ec54b82ac3560c468c7d330ffd87bfb55a2e0660']",{}
8996,2,0,0.0,0.0,0.0,0.0,0.0,[],"['8e5de32bcf38daea63ea888a8fd33bc442ff4ac0', 'f4e8fdff4c98bb52d7c12b3d2c1d443d401f8fea']",{}
9049,1,2,0.5,1.0,0.6666666666666666,1.0,1.0,"['372ace4a29d71917a9c8f0fc04fd3e508edbbe60', '5717287b5bea404a29bfb042cc585fb9b6f0bbcf']",['5717287b5bea404a29bfb042cc585fb9b6f0bbcf'],"{'5717287b5bea404a29bfb042cc585fb9b6f0bbcf': 0.95, '372ace4a29d71917a9c8f0fc04fd3e508edbbe60': 0.6}"
9130,1,0,0.0,0.0,0.0,0.0,0.0,[],['5934cf332ba8d75826f8e75353461408ced751c0'],{}
9278,1,3,0.3333333333333333,1.0,0.5,1.0,1.0,"['5d69699504b32d0f97ed1f2b9bbe892ce9933739', '761ba3947ad7c35d07f1095a6a420bc4d4367f92', 'c2d30f6e3530272b1916c970f771f611c68bcef7']",['761ba3947ad7c35d07f1095a6a420bc4d4367f92'],"{'c2d30f6e3530272b1916c970f771f611c68bcef7': 0.8, '5d69699504b32d0f97ed1f2b9bbe892ce9933739': 0.6, '761ba3947ad7c35d07f1095a6a420bc4d4367f92': 0.95, '66216a5debee1e0161c36648d1d65df12842fd82': 0.4}"
9318,1,0,0.0,0.0,0.0,0.0,0.0,[],['e9993e27df0cbcc38013d63122b37c3b405cd0e7'],{}
9339,1,1,1.0,1.0,1.0,1.0,1.0,['3b9b2ab0ef97708b4bbd390dbdcb5a154eed8801'],['3b9b2ab0ef97708b4bbd390dbdcb5a154eed8801'],"{'3b9b2ab0ef97708b4bbd390dbdcb5a154eed8801': 0.95, 'bb838b2cdbb330b608ab3b841f3ef6fb0bc03a3f': 0.3}"
9544,1,0,0.0,0.0,0.0,0.0,0.0,[],['d4234b1d847956c4b39ff3d83a33c8d875b30901'],{}
9589,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,"['7d58655167f489be29743c3c2203cd984588d94a', 'ae56b1f1387b5250f45c6cadd08b793b83e72604', 'f07ee8bea2ea6af04703fb4b533ab219ba63f734']","['7d58655167f489be29743c3c2203cd984588d94a', 'f07ee8bea2ea6af04703fb4b533ab219ba63f734', 'f15f6ce462785760ad018af72d78634af8e8bd15']","{'7d58655167f489be29743c3c2203cd984588d94a': 1.0, 'f07ee8bea2ea6af04703fb4b533ab219ba63f734': 0.9, 'ae56b1f1387b5250f45c6cadd08b793b83e72604': 0.6}"
9687,4,0,0.0,0.0,0.0,0.0,0.0,[],"['22794fb260a36a742a60c1418efc9e06a8d227cd', 'bbfbdcfdc79e6932be72587c54d4d2049b9b8708', 'c61b86692ed2fbfc7ba48cddd21871aafbf57399', 'ec3307bd7d56e06c387d81b883f823baa8819525']",{}
9810,1,1,1.0,1.0,1.0,1.0,1.0,['8ca9f27b13a33b45dae4163db11ca5ce6523a09f'],['8ca9f27b13a33b45dae4163db11ca5ce6523a09f'],"{'8ca9f27b13a33b45dae4163db11ca5ce6523a09f': 0.98, '82ec93276a91563a77b8d2e78d72781ed049c3c9': 0.3}"
9832,1,0,0.0,0.0,0.0,0.0,0.0,[],['5ef413c98a3fb2fa94ecd44645e517bd432b8237'],{}
9863,2,2,1.0,1.0,1.0,1.0,1.0,"['1c808fe2f1529354a95be83e1169c535c76b0e74', '9cd4e1a232f0a7008cb797633d4ca18455965370']","['1c808fe2f1529354a95be83e1169c535c76b0e74', '9cd4e1a232f0a7008cb797633d4ca18455965370']","{'1c808fe2f1529354a95be83e1169c535c76b0e74': 0.97, '9cd4e1a232f0a7008cb797633d4ca18455965370': 0.96}"
10035,1,1,1.0,1.0,1.0,1.0,1.0,['8b9667b75d65e6e036844fe760cea10394a100bc'],['8b9667b75d65e6e036844fe760cea10394a100bc'],{'8b9667b75d65e6e036844fe760cea10394a100bc': 1.0}
10191,1,1,1.0,1.0,1.0,1.0,1.0,['d08ed9352d6adb2d2016e458d7dcd467c2f529b7'],['d08ed9352d6adb2d2016e458d7dcd467c2f529b7'],{'d08ed9352d6adb2d2016e458d7dcd467c2f529b7': 0.99}
10192,4,0,0.0,0.0,0.0,0.0,0.0,[],"['4f0fbb9247577c8e93c1295a17a37687fa6261ba', '60b0a684e7023b1535d6c534e3ccb52a5207cb87', 'b16b707d9ad7ddf428c203a8ea8f9df3ffc9a7fb', 'b95d9703d71bffe6eeceea182901bbc096f01e99']",{}
10269,1,0,0.0,0.0,0.0,0.0,0.0,[],['75b5c9c7cf9a00ca0ceba6d3d13443eedf3e5906'],{}
10563,2,0,0.0,0.0,0.0,0.0,0.0,[],"['70ad83e047e7f0338d77969fbe6d4ffac53651d7', 'dd7fc71cf1dc92da7ac47ebf98ee1a8e2483a087']",{}
10575,1,1,1.0,1.0,1.0,1.0,1.0,['ae56b1f1387b5250f45c6cadd08b793b83e72604'],['ae56b1f1387b5250f45c6cadd08b793b83e72604'],"{'ae56b1f1387b5250f45c6cadd08b793b83e72604': 0.96, '43b5387212382e6d54d0bbe0187bf925349a380e': 0.25}"
10610,1,0,0.0,0.0,0.0,0.0,0.0,[],['37448bd58cddc122eb663ee40d4d7e392e4459ae'],{}
10735,1,0,0.0,0.0,0.0,0.0,0.0,[],['fd0a74262bdbb928713b00dc6999918a31599193'],{}
11014,6,0,0.0,0.0,0.0,0.0,0.0,[],"['43061fc1232808f146e51b0647ea2ab61589d499', '4bc0a94121c430322b91e6b9cd63206764b376fd', '932a7723f7cc7d4f7d1902c99bcec54b08db7a76', 'be61d7042720e1fe6e56dc8010069f1acccea513', 'c44d3e2d31c614aa3bf902855599c31adb32a0de', 'd9d7a5ec59047411529bd1e9dc7c4ba428e5d335']",{}
11216,1,1,1.0,1.0,1.0,1.0,1.0,['fb402e51244058d07a29b8ea9eb1210bda76c5be'],['fb402e51244058d07a29b8ea9eb1210bda76c5be'],{'fb402e51244058d07a29b8ea9eb1210bda76c5be': 0.99}
11680,1,0,0.0,0.0,0.0,0.0,0.0,[],['0b5d165ed83216233193fc408aec7ef720f3088a'],{}
11776,1,1,1.0,1.0,1.0,1.0,1.0,['1bd1d1376c5b1f22c21529a2d03195841013749f'],['1bd1d1376c5b1f22c21529a2d03195841013749f'],{'1bd1d1376c5b1f22c21529a2d03195841013749f': 0.95}
12129,2,2,1.0,1.0,1.0,1.0,1.0,"['6d03831baa2744678ef1bacf82a817eb0e99a833', 'c6cdb7072644b87640bcd338a9aa0ea6fa311743']","['6d03831baa2744678ef1bacf82a817eb0e99a833', 'c6cdb7072644b87640bcd338a9aa0ea6fa311743']","{'c6cdb7072644b87640bcd338a9aa0ea6fa311743': 0.9, '6d03831baa2744678ef1bacf82a817eb0e99a833': 1.0}"
12132,3,0,0.0,0.0,0.0,0.0,0.0,[],"['1b7c4808739c35816b988a19d2eac282d1fcc4cc', '993c3bc9933601a58b640f8f4799ceabf0a6be8c', 'e8afe31f12f01e494b4762b425f7e683d2b2361c']",{}
12290,3,2,0.5,0.3333333333333333,0.4,1.0,0.46927872602275644,"['34d53eaabe7c2e191dd9dd88df6803120f16758a', '73751df749107569f86a519cf51e3acfd0eb856b']","['34d53eaabe7c2e191dd9dd88df6803120f16758a', '552dcfb69077d44e3d7da085814bb260cdc591a6', 'e4eea059eb82458a9e864f2b86ed126e11bea0ef']","{'34d53eaabe7c2e191dd9dd88df6803120f16758a': 0.95, '2aea2e6921e81f859ac1a5071f1cf18cc9971e1f': 0.4, '73751df749107569f86a519cf51e3acfd0eb856b': 0.5}"
12359,5,1,1.0,0.2,0.33333333333333337,1.0,0.3391602052736161,['3a7d20c26e988481eaa44a4f0b1a71316229b8ad'],"['10056f5b4f7a6e12695ef3934015f9be73d02c35', '3a7d20c26e988481eaa44a4f0b1a71316229b8ad', '815fbb6760a06102c2cc44a61c996ba987a8ca69', '81cc9a7928ae4f073776f99935af4b6f7ca8c00f', 'ee5bd1053178ad2ecdcda29773fb390faf4901ed']",{'3a7d20c26e988481eaa44a4f0b1a71316229b8ad': 0.95}
12434,2,0,0.0,0.0,0.0,0.0,0.0,[],"['98ea43b136e4e7cc6ea0773a56253bc668ca09e0', 'b23b4090b7d1484ac58ff430023817089c7cb023']",{}
12473,5,0,0.0,0.0,0.0,0.0,0.0,[],"['250d6109ada60dd8f6b5ecf48859db28e0263d31', '6fe081b5ee11c75ef504fe2dcc43e022656f45d2', '9e2940f8a29dd95a4afe3b388d7086d548aab415', 'cc87cd1c5d49d5e437913c48901ae03818547396', 'd2ace4168083f907353842df54e1f963ee798d79']",{}
12493,7,3,1.0,0.42857142857142855,0.6,1.0,0.5857421563596757,"['26fd5cbeadecac703ce3cac4c68037b9949596a7', '2aea2e6921e81f859ac1a5071f1cf18cc9971e1f', '6387ec8d2147b42d36d2e632bf81f6a88e7f3e48']","['11c23edc89950eb31c727e221915a5dab7e1978c', '26fd5cbeadecac703ce3cac4c68037b9949596a7', '2aea2e6921e81f859ac1a5071f1cf18cc9971e1f', '454b9c0fc7c8097f7085887eedb6e8ff2f2d08d2', '6387ec8d2147b42d36d2e632bf81f6a88e7f3e48', '819574ab41c5fe52faa76c5dd0f23092168d6afc', '9966fd56e3f1aab86ff62ad5f31caa5df9291031']","{'6387ec8d2147b42d36d2e632bf81f6a88e7f3e48': 0.9, '26fd5cbeadecac703ce3cac4c68037b9949596a7': 0.85, '2aea2e6921e81f859ac1a5071f1cf18cc9971e1f': 0.7}"
12658,1,0,0.0,0.0,0.0,0.0,0.0,[],['fbdfa49f21a0645f0facbd5276112ee743c3ec0f'],{}
12765,1,0,0.0,0.0,0.0,0.0,0.0,[],['bd3b83d9fce23fd95360443735d4f631e33390e2'],{}
13042,1,1,1.0,1.0,1.0,1.0,1.0,['982eb4ccda7efa98341d2f70ba584350a39d1a84'],['982eb4ccda7efa98341d2f70ba584350a39d1a84'],{'982eb4ccda7efa98341d2f70ba584350a39d1a84': 0.99}
13184,2,0,0.0,0.0,0.0,0.0,0.0,[],"['21f6e91019bbaa85e792deaa8f636578cc85f0ec', '6fffe8a917fe51cc6072ce2c46722f2e4acb452b']",{}
13443,2,2,1.0,1.0,1.0,1.0,1.0,"['1f99f271db76b2f08e46f36cb02c5927677ff3a7', '74f1e4a2d3b6f64de7816bf334c806a64650d00e']","['1f99f271db76b2f08e46f36cb02c5927677ff3a7', '74f1e4a2d3b6f64de7816bf334c806a64650d00e']","{'74f1e4a2d3b6f64de7816bf334c806a64650d00e': 1.0, '1f99f271db76b2f08e46f36cb02c5927677ff3a7': 1.0}"
13670,1,1,1.0,1.0,1.0,1.0,1.0,['9a347b7da1ed006f8aa90a32e261cb8f01a75be5'],['9a347b7da1ed006f8aa90a32e261cb8f01a75be5'],"{'9a347b7da1ed006f8aa90a32e261cb8f01a75be5': 1.0, '5c20781d07f6c6a5e8d6e9077cdc7bc859421bda': 0.2, 'c804dbb5bcaaebd33b4371981f986a43b09fef1e': 0.1, '7850a8cc65bfa8b6a7c62a37b51d59c78a2c2909': 0.05}"
13931,1,1,1.0,1.0,1.0,1.0,1.0,['aa9214da41d92db70bc052105472507b19d531e1'],['aa9214da41d92db70bc052105472507b19d531e1'],{'aa9214da41d92db70bc052105472507b19d531e1': 0.98}
14809,3,1,1.0,0.3333333333333333,0.5,1.0,0.46927872602275644,['c3d3eade5aa6e5773bac15eddaa8aa3cf3d55fa6'],"['1bfa9983ab56290e3bcddc01f0eb54e2eb0e33e8', 'c3d3eade5aa6e5773bac15eddaa8aa3cf3d55fa6', 'f31c2a5b81b40adc3227d970f1133bff19a333fc']",{'c3d3eade5aa6e5773bac15eddaa8aa3cf3d55fa6': 0.95}
15191,1,1,1.0,1.0,1.0,1.0,1.0,['b9a14d565ba4ceed04b5087abad3d13d24f936fc'],['b9a14d565ba4ceed04b5087abad3d13d24f936fc'],{'b9a14d565ba4ceed04b5087abad3d13d24f936fc': 0.96}
15305,1,0,0.0,0.0,0.0,0.0,0.0,[],['c8d2a96ab6b6b2241ba9821dc28b0f36e63af6f5'],{}
15328,2,0,0.0,0.0,0.0,0.0,0.0,[],"['9428414a6f298f763d1d3380f812074747d56cd0', '94883c4b7b916844e5955a622d6ad31981d795bf']",{}
15843,4,1,1.0,0.25,0.4,1.0,0.3903800499921017,['d0e486aec6dcf7f57b6081a5bd068e2accb544a9'],"['59564d96cddacb873043a253395d489442c53522', '6ebd7d418324c7054b4a1dcde313f9bac3f7dd5b', 'ac706d1e9e4dc6a3f4ac5c460daaddcaf38253e4', 'd0e486aec6dcf7f57b6081a5bd068e2accb544a9']",{'d0e486aec6dcf7f57b6081a5bd068e2accb544a9': 0.96}
16038,3,3,1.0,1.0,1.0,1.0,1.0,"['66c9ad1dcdc707fa2b8a78062b61588d1e4e54d1', '679d64544deadfa29d4b471a89e82bd2126068b2', 'd5bfb3aaf74fa0a5119fa48dd8bcb9194bdcca93']","['66c9ad1dcdc707fa2b8a78062b61588d1e4e54d1', '679d64544deadfa29d4b471a89e82bd2126068b2', 'd5bfb3aaf74fa0a5119fa48dd8bcb9194bdcca93']","{'d5bfb3aaf74fa0a5119fa48dd8bcb9194bdcca93': 0.99, '679d64544deadfa29d4b471a89e82bd2126068b2': 0.8, '66c9ad1dcdc707fa2b8a78062b61588d1e4e54d1': 0.6, 'f81b9f46b52188d00963326b3a075cf1a7ff3d80': 0.2}"
