Issue ID,K_true,K_pred,Precision,Recall,F1,MRR,NDCG@K,Predicted,True
3751,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['bf6c887a6ccc3c0b5ca9e3aa63a362eb027ce0bb'],"['454c9e151599d1795b2a2c28669d403c8a26b10c', 'bf6c887a6ccc3c0b5ca9e3aa63a362eb027ce0bb']"
3813,7,0,0.0,0.0,0.0,0.0,0.0,[],"['09ef89ca791f8a4a6ae254e8526fc17c9a8b3efb', '0d6697907934963698dba74705606d18908b229b', '219bff17419856f8eb9c44b3ccc2e3e1687c0153', '4ecd06662b42bc292e6fd4340d068a93f8bea9c9', '60213282ee4bafadfd1fb95e7669d2fef88f4e75', '85aa767983c4dea49f2ee2c09b1510cc7ba85c2f', '9c7694f314ab8324482f9e561d002f6fe8849309']"
4170,1,1,1.0,1.0,1.0,1.0,1.0,['cc6aa59094b4e0a463b39baf7dea73d2669633c9'],['cc6aa59094b4e0a463b39baf7dea73d2669633c9']
4217,2,2,1.0,1.0,1.0,1.0,1.0,"['382a35103506b072749343a82f0fae4846e11cf5', '3f084c5e48b74116b1ac722b397ebb27ecba9a0a']","['382a35103506b072749343a82f0fae4846e11cf5', '3f084c5e48b74116b1ac722b397ebb27ecba9a0a']"
4376,1,0,0.0,0.0,0.0,0.0,0.0,[],['4bd612187e6a9e91bb1a404fe2d56105baad799b']
4507,3,1,1.0,0.3333333333333333,0.5,1.0,0.46927872602275644,['123156a896f1c974f2eb44efb09b330c44ff9704'],"['123156a896f1c974f2eb44efb09b330c44ff9704', 'd3c3a952d30abc86b300a3deb507d1184c4d892a', 'd4882230052d14432fd34e0aa2f5fc0f73977352']"
4562,1,1,1.0,1.0,1.0,1.0,1.0,['aabc8ddbb8a60a326e14cb53099a147e765f50fb'],['aabc8ddbb8a60a326e14cb53099a147e765f50fb']
4682,1,1,1.0,1.0,1.0,1.0,1.0,['456d423ea0206c3c092748a4cf8928b852df7811'],['456d423ea0206c3c092748a4cf8928b852df7811']
5039,2,0,0.0,0.0,0.0,0.0,0.0,[],"['6df739c1a3dc3a35a08a8b1f6a828a6e3f727862', 'bef713ba4315415423acb283d1b33ed46cac2ec3']"
5041,1,1,0.0,0.0,0.0,0.0,0.0,['1c803edb4e4b0533f27075ab0515d552472f816f'],['0fca31c086436818de4ec70c3e574b7ec69c825b']
5047,1,1,0.0,0.0,0.0,0.0,0.0,['b104e262f9e6f55027ece375082287954adca5e2'],['27371b20333ae0b9f4dece368c6310a74d9f942a']
5218,2,0,0.0,0.0,0.0,0.0,0.0,[],"['20602b1645105b5a8693097994bc033be7d4161f', 'c49213136f11ba71951e98b3e8546342843f6cc9']"
5369,1,1,1.0,1.0,1.0,1.0,1.0,['8f8606badd608dad7f9973f6b02eca5e49d233bf'],['8f8606badd608dad7f9973f6b02eca5e49d233bf']
5671,1,1,1.0,1.0,1.0,1.0,1.0,['69cdea6c82182cf83073e8a7656cd3092429781c'],['69cdea6c82182cf83073e8a7656cd3092429781c']
5985,3,2,0.5,0.3333333333333333,0.4,0.5,0.2960819109658652,"['085fdae6ee967f3e6861a20ce8c60dd381022194', '713136d0343f94962ede3975eec8b78f9d70ef90']","['0222a2617a07a8a3bbd41ec9800ce08fe2c03af2', '085fdae6ee967f3e6861a20ce8c60dd381022194', 'eef1c241d5537de5df4a680436a568a0615f1344']"
6184,1,1,0.0,0.0,0.0,0.0,0.0,['b6ca8e75a8ac30c73b0a4d60faabcbfbb02e581e'],['cee3b836f9919c49754a763dd5725a44c3a5ff07']
6975,1,1,1.0,1.0,1.0,1.0,1.0,['5485287bb491537e35480b2aebfac11d9dc2556e'],['5485287bb491537e35480b2aebfac11d9dc2556e']
7014,3,0,0.0,0.0,0.0,0.0,0.0,[],"['2b9149320e6d53cd6fb4485ade797e97191231c9', '835f5ba82bebd0eee489768273b8d8866cb6587d', '8dd2996563e04d1ade203809d80266457c7033d9']"
7175,1,0,0.0,0.0,0.0,0.0,0.0,[],['4a33bd6eb2778e76425e7a79ee145fd7192455fa']
7221,6,1,1.0,0.16666666666666666,0.2857142857142857,1.0,0.30260241349881345,['d3865ac0f5562c06a643511701f1588368152cdc'],"['0266a153a1f71ba45be1d1f15dda5008bf3750df', '21751594c484e7c891209321ab2fbcd792e13265', '35d8fb53a22bc931f04c7c386fa6610d26ec598e', 'c89c56839305241c83cf7217899b36cbce8e6f85', 'd3865ac0f5562c06a643511701f1588368152cdc', 'e710a477faca6ef836efbbd236513c0a87c67dea']"
7222,3,3,1.0,1.0,1.0,1.0,1.0,"['33f969dc29255daaa8bde2640529c2bc6de4cf78', '58e989cb2652b0fbd168bc863214d1f42b709ab3', '7b34c9ea0c6b214ef372bdb03fb4273caeff220f']","['33f969dc29255daaa8bde2640529c2bc6de4cf78', '58e989cb2652b0fbd168bc863214d1f42b709ab3', '7b34c9ea0c6b214ef372bdb03fb4273caeff220f']"
7435,1,1,1.0,1.0,1.0,1.0,1.0,['5da0e135489e70a8b506056aa2a5f60c5616c41a'],['5da0e135489e70a8b506056aa2a5f60c5616c41a']
7705,2,0,0.0,0.0,0.0,0.0,0.0,[],"['db3aab10a4f95aedcc4ceec774c88b527b7bdf63', 'e860e39f173f673536341d5ce8ce11dd4fe254ff']"
7805,1,1,1.0,1.0,1.0,1.0,1.0,['b5a9dd728deeaf7977a3757afb2f9693652c0a4b'],['b5a9dd728deeaf7977a3757afb2f9693652c0a4b']
7956,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['c285b3626a7a4dcbbddfba1a6b217a64a3f3f3be'],"['36da6db32f40dc1ce16537874f9209ae372f4db5', 'c285b3626a7a4dcbbddfba1a6b217a64a3f3f3be']"
7993,3,1,1.0,0.3333333333333333,0.5,1.0,0.46927872602275644,['990fcc7dc656376ed458ef5e11cc94983d352692'],"['8523705f020fb6fa420b0344776a2ca2a68b83e6', '98b541c4c5420b1976677d672ca9ce6f4483a3cd', '990fcc7dc656376ed458ef5e11cc94983d352692']"
7999,3,1,1.0,0.3333333333333333,0.5,1.0,0.46927872602275644,['9374310a8f1d81e0d184d2bcef9ca8b0716d61f9'],"['2c00b6017f4e7785a6ea7b65597c399c56488708', '9374310a8f1d81e0d184d2bcef9ca8b0716d61f9', 'd499a3aba9abd9727b6ab96cd0c178cf2f9dc151']"
8426,1,1,1.0,1.0,1.0,1.0,1.0,['a4d3271abed06d67b82c0d0270c7c6a21a410a4b'],['a4d3271abed06d67b82c0d0270c7c6a21a410a4b']
8455,1,1,0.0,0.0,0.0,0.0,0.0,['37a8e9ca322b82501c2190602df5640d3139c368'],['5d0d8266254a4b4f0e18198355df436f11eddf8e']
8693,1,1,1.0,1.0,1.0,1.0,1.0,['e5ec27a174c502c39f28016b5e2cce2bc49a3f71'],['e5ec27a174c502c39f28016b5e2cce2bc49a3f71']
56162,7,1,0.0,0.0,0.0,0.0,0.0,['aa8efe098093de7819b38f2d5c8295aca6257f9a'],"['0fad3a3ddde94b43f23ba79bd0605feaf168c383', '15295415d41bcfc47e925be45e301930fa53bf6f', '627bfa438dcb76a4bb76309f59da4dc826f194bd', '6330df55815916c6422fcb9e899a85e73285bec0', '6c235cfb4944d11e0f67d691338d4afbf7294bcd', 'd7e3f389cd52fc4fe64d31aa810a5d974fcfa084', 'e463de39962ad5e0ef95970a396d46345ee74d9c']"
82275,6,0,0.0,0.0,0.0,0.0,0.0,[],"['63133d3fb9870a6cc984c6e2e0c299879f5038cb', '6cb8f170de5deaa12f69d147913dbdc8cee41f35', '852c9b2249416d11c446451826ec9cfa62d5d71e', '8d14d6c18710e121936373683d08f10b46fe5757', '98f81df2af2ed4853b223c69515cdfb797f6eee5', 'cb2ca482a4f9fd7905a02beb04e54b59561e1565']"
125841,1,0,0.0,0.0,0.0,0.0,0.0,[],['b0ab0e79de149af9f521a52c4370a0936acba261']
